Gene	Model mean	Model median	Contig mean	Contig median
Genome	43.926020969351526	38.0	-	-
augustus_masked-Sm_000000F-processed-gene-19.38-mRNA-1	39.45710531255866	39	43.62279986012356	41.0
augustus_masked-Sm_000003F-processed-gene-1.63-mRNA-1	20.91166077738516	17.0	43.35325448238392	40
augustus_masked-Sm_000017F-processed-gene-5.128-mRNA-1	58.56346153846154	60.0	41.68656398338733	41
augustus_masked-Sm_000017F-processed-gene-5.129-mRNA-1	31.6937984496124	29.0	41.68656398338733	41
augustus_masked-Sm_000037F-processed-gene-5.2-mRNA-1	32.97514124293785	31	40.93443750399851	32.0
augustus_masked-Sm_000091F-processed-gene-0.10-mRNA-1	201.83018867924528	194.0	42.38985243861486	27.0
augustus_masked-Sm_000091F-processed-gene-0.19-mRNA-1	85.24756852343059	87	42.38985243861486	27.0
augustus_masked-Sm_000091F-processed-gene-0.9-mRNA-1	61.965872156013	63.0	42.38985243861486	27.0
genemark-Sm_000002F-processed-gene-3.20-mRNA-1	44.31754337648031	46	41.05167232624791	40.0
genemark-Sm_000011F-processed-gene-7.63-mRNA-1	48.23768736616702	49.0	39.457493581353745	38.0
genemark-Sm_000025F-processed-gene-6.14-mRNA-1	34.192708333333336	32.0	40.87570685099933	39.0
genemark-Sm_000025F-processed-gene-7.165-mRNA-1	52.98637137989778	54.0	40.87570685099933	39.0
genemark-Sm_000029F-abinit-gene-7.104-mRNA-1	43.333696540452195	44	43.85051103031329	41
genemark-Sm_000054F-processed-gene-0.5-mRNA-1	45.699074074074076	45.0	47.210966125083935	39.0
genemark-Sm_000091F-processed-gene-0.100-mRNA-1	43.46658415841584	44.0	42.38985243861486	27.0
genemark-Sm_000091F-processed-gene-0.98-mRNA-1	124.29900568181819	121.0	42.38985243861486	27.0
maker-Sm_000000F-augustus-gene-20.115-mRNA-1	35.29085966700646	36	43.62279986012356	41.0
maker-Sm_000003F-snap-gene-2.76-mRNA-1	191.46359447004608	191	43.35325448238392	40
maker-Sm_000030F-snap-gene-1.6-mRNA-1	40.108126721763085	41.5	28.66314099781956	25
Sm_mito_g00002	385.6513639387891	388	279.0305143853531	254.0
Sm_t00000096-RA	36.91422121896163	38.0	43.62279986012356	41.0
Sm_t00000203-RA	24.393293475435403	31	43.62279986012356	41.0
Sm_t00000203-RAa	2.6979166666666665	3.0	43.62279986012356	41.0
Sm_t00000203-RAaa	18.897540983606557	19.0	43.62279986012356	41.0
Sm_t00000203-Raac	9.745934959349594	8.0	43.62279986012356	41.0
Sm_t00000271-RA	40.31942688579857	40	43.62279986012356	41.0
Sm_t00000776-RA	47.60963114754098	49.0	43.62279986012356	41.0
Sm_t00000816-RA	42.7152448657188	41.0	43.62279986012356	41.0
Sm_t00001449-RA	47.41258741258741	47	40.2544681776936	39
Sm_t00001545-RA	48.138773244518454	48	40.2544681776936	39
Sm_t00001624-RA	41.80613668061367	42.0	40.2544681776936	39
Sm_t00001766-RA	34.225433526011564	33.0	40.2544681776936	39
Sm_t00002559-RA	39.50121065375303	39	40.56478313734827	40.0
Sm_t00002700-RA	36.87367244270542	38	40.56478313734827	40.0
Sm_t00002911-RA	40.259026687598116	41.0	43.35325448238392	40
Sm_t00003559-RA	45.540339702760086	45.0	41.4602167155496	42.0
Sm_t00003600-RA	33.88231511254019	36	41.4602167155496	42.0
Sm_t00003600-RAa	56.91188524590164	58.0	41.4602167155496	42.0
Sm_t00004040-RA	0.08922829581993569	0.0	41.4602167155496	42.0
Sm_t00004185-RA	46.02441229656419	47.0	41.05167232624791	40.0
Sm_t00004482-RA	45.91919191919192	46.0	41.05167232624791	40.0
Sm_t00004508-RA	36.016499705362406	41	41.05167232624791	40.0
Sm_t00004732-RA	20.18362662586075	21	43.94462762341578	41
Sm_t00004754-RA	46.35984455958549	46.0	43.94462762341578	41
Sm_t00005069-RA	42.32483731019523	42.0	43.94462762341578	41
Sm_t00005265-RA	57.69858506087529	53	39.408780873806556	39.0
Sm_t00005368-RA	44.22921914357683	46	39.408780873806556	39.0
Sm_t00005717-RA	99.6966646931123	54	39.408780873806556	39.0
Sm_t00006068-RA	46.07818930041152	47	39.457493581353745	38.0
Sm_t00007019-RA	46.64020047480876	47	35.82099077208234	34
Sm_t00007046-RA	38.5473411154345	39.0	35.82099077208234	34
Sm_t00007131-RA	49.816066725197544	51.0	35.82099077208234	34
Sm_t00007630-RA	34.52116547553601	33	38.8025277235103	38
Sm_t00007701-RA	42.47589725545391	44.0	38.8025277235103	38
Sm_t00007798-RA	49.65309537088678	50.0	39.57971695059175	40
