Gene	Model mean	Model median	Contig mean	Contig median
Genome	40.989718246261674	39.0	-	-
augustus_masked-Sm_000000F-processed-gene-19.38-mRNA-1	41.027407546461426	41	42.736669016802146	41.0
augustus_masked-Sm_000003F-processed-gene-1.63-mRNA-1	86.92402826855124	102.0	42.91520875997827	41
augustus_masked-Sm_000017F-processed-gene-5.128-mRNA-1	64.4	63.0	42.36885302049691	41
augustus_masked-Sm_000017F-processed-gene-5.129-mRNA-1	28.032299741602067	26.0	42.36885302049691	41
augustus_masked-Sm_000037F-processed-gene-5.2-mRNA-1	72.10395480225989	75	39.967799626611765	32.0
augustus_masked-Sm_000091F-processed-gene-0.10-mRNA-1	172.42815674891148	193.0	39.60582640301839	27.0
augustus_masked-Sm_000091F-processed-gene-0.19-mRNA-1	131.6427939876216	144	39.60582640301839	27.0
augustus_masked-Sm_000091F-processed-gene-0.9-mRNA-1	36.988082340195014	31.0	39.60582640301839	27.0
genemark-Sm_000002F-processed-gene-3.20-mRNA-1	43.622142660424124	44	39.95169031477719	40.0
genemark-Sm_000011F-processed-gene-7.63-mRNA-1	46.11991434689507	47.0	38.273212849620904	39.0
genemark-Sm_000025F-processed-gene-6.14-mRNA-1	36.09002976190476	41.0	41.958464144763084	41.0
genemark-Sm_000025F-processed-gene-7.165-mRNA-1	53.692504258943785	54.0	41.958464144763084	41.0
genemark-Sm_000029F-abinit-gene-7.104-mRNA-1	47.51702533369654	47	45.14337228972201	42
genemark-Sm_000054F-processed-gene-0.5-mRNA-1	50.995370370370374	50.0	44.705504475591766	38.0
genemark-Sm_000091F-processed-gene-0.100-mRNA-1	70.34777227722772	67.5	39.60582640301839	27.0
genemark-Sm_000091F-processed-gene-0.98-mRNA-1	163.07102272727272	155.0	39.60582640301839	27.0
maker-Sm_000000F-augustus-gene-20.115-mRNA-1	40.6493374108053	41	42.736669016802146	41.0
maker-Sm_000003F-snap-gene-2.76-mRNA-1	169.39815668202766	179	42.91520875997827	41
maker-Sm_000030F-snap-gene-1.6-mRNA-1	38.93181818181818	42.0	28.594640499674163	25
