Gene	Model mean	Model median	Contig mean	Contig median
Genome	55.07130731826361	52.0	-	-
augustus_masked-Sm_000000F-processed-gene-19.38-mRNA-1	57.5736812464802	58	56.69091889542878	55.0
augustus_masked-Sm_000003F-processed-gene-1.63-mRNA-1	38.706713780918726	40.5	55.14384252100138	54
augustus_masked-Sm_000017F-processed-gene-5.128-mRNA-1	58.98653846153846	62.0	56.227847448267234	55
augustus_masked-Sm_000017F-processed-gene-5.129-mRNA-1	39.87596899224806	41.0	56.227847448267234	55
augustus_masked-Sm_000037F-processed-gene-5.2-mRNA-1	66.7367231638418	65	58.66403055734883	49.0
augustus_masked-Sm_000091F-processed-gene-0.10-mRNA-1	148.99492017416546	143.0	47.64409458151433	37.0
augustus_masked-Sm_000091F-processed-gene-0.19-mRNA-1	92.51193633952255	106	47.64409458151433	37.0
augustus_masked-Sm_000091F-processed-gene-0.9-mRNA-1	15.080715059588298	6.0	47.64409458151433	37.0
genemark-Sm_000002F-processed-gene-3.20-mRNA-1	73.44120077113743	75	53.82461404672382	54.0
genemark-Sm_000011F-processed-gene-7.63-mRNA-1	61.350107066381156	61.0	51.139093605437104	52.0
genemark-Sm_000025F-processed-gene-6.14-mRNA-1	44.723958333333336	39.0	55.69349298193747	54.0
genemark-Sm_000025F-processed-gene-7.165-mRNA-1	74.36712095400341	79.0	55.69349298193747	54.0
genemark-Sm_000029F-abinit-gene-7.104-mRNA-1	60.768183056387905	63	57.05886899923697	56
genemark-Sm_000054F-processed-gene-0.5-mRNA-1	107.6875	118.0	58.51840464848232	43.0
genemark-Sm_000091F-processed-gene-0.100-mRNA-1	48.773514851485146	51.0	47.64409458151433	37.0
genemark-Sm_000091F-processed-gene-0.98-mRNA-1	148.99573863636363	138.0	47.64409458151433	37.0
maker-Sm_000000F-augustus-gene-20.115-mRNA-1	51.466870540265035	52	56.69091889542878	55.0
maker-Sm_000003F-snap-gene-2.76-mRNA-1	193.07557603686635	195	55.14384252100138	54
