Gene	Model mean	Model median	Contig mean	Contig median
Genome	25.501883074061922	22.0	-	-
augustus_masked-Sm_000000F-processed-gene-19.38-mRNA-1	25.7287403792003	26	26.084454080125663	24.0
augustus_masked-Sm_000003F-processed-gene-1.63-mRNA-1	23.220848056537104	26.0	25.340522979618562	24
augustus_masked-Sm_000017F-processed-gene-5.128-mRNA-1	25.526923076923076	28.0	25.490678418329075	24
augustus_masked-Sm_000017F-processed-gene-5.129-mRNA-1	14.501291989664082	13.0	25.490678418329075	24
augustus_masked-Sm_000037F-processed-gene-5.2-mRNA-1	7.726553672316384	4	23.20555255061388	18.0
augustus_masked-Sm_000091F-processed-gene-0.10-mRNA-1	98.80914368650218	81.0	21.364839104754754	16.0
augustus_masked-Sm_000091F-processed-gene-0.19-mRNA-1	42.47038019451813	47	21.364839104754754	16.0
augustus_masked-Sm_000091F-processed-gene-0.9-mRNA-1	24.952329360780066	23.0	21.364839104754754	16.0
genemark-Sm_000002F-processed-gene-3.20-mRNA-1	22.48691820435142	23	23.442776060467946	23.0
genemark-Sm_000011F-processed-gene-7.63-mRNA-1	27.369379014989292	27.0	24.451244092050054	23.0
genemark-Sm_000025F-processed-gene-6.14-mRNA-1	18.889136904761905	23.0	24.824421731356733	24.0
genemark-Sm_000025F-processed-gene-7.165-mRNA-1	34.77342419080068	32.0	24.824421731356733	24.0
genemark-Sm_000029F-abinit-gene-7.104-mRNA-1	25.027240533914465	25	26.299763373858102	24
genemark-Sm_000054F-processed-gene-0.5-mRNA-1	42.488425925925924	45.0	27.83085541168571	21.0
genemark-Sm_000091F-processed-gene-0.100-mRNA-1	26.14232673267327	23.0	21.364839104754754	16.0
genemark-Sm_000091F-processed-gene-0.98-mRNA-1	79.49431818181819	73.0	21.364839104754754	16.0
maker-Sm_000000F-augustus-gene-20.115-mRNA-1	28.71967380224261	28	26.084454080125663	24.0
maker-Sm_000003F-snap-gene-2.76-mRNA-1	51.43963133640553	47	25.340522979618562	24
maker-Sm_000030F-snap-gene-1.6-mRNA-1	19.603994490358126	19.0	17.76911187607127	15
Sm_mito_g00002	328.1683300066534	307	254.14752443445144	251.0
Sm_t00000096-RA	24.709932279909708	24.0	26.084454080125663	24.0
Sm_t00000203-RA	15.671952170522484	16	26.084454080125663	24.0
Sm_t00000203-RAa	11.734375	11.0	26.084454080125663	24.0
Sm_t00000203-RAaa	3.0245901639344264	3.0	26.084454080125663	24.0
Sm_t00000203-Raac	10.382113821138212	8.0	26.084454080125663	24.0
Sm_t00000271-RA	25.86725663716814	25	26.084454080125663	24.0
Sm_t00000776-RA	25.96823770491803	27.0	26.084454080125663	24.0
Sm_t00000816-RA	23.68522906793049	23.0	26.084454080125663	24.0
Sm_t00001449-RA	30.74876974876975	30	24.54401568553761	24
Sm_t00001545-RA	27.972522897585346	28	24.54401568553761	24
Sm_t00001624-RA	26.83124128312413	27.0	24.54401568553761	24
Sm_t00001766-RA	24.802986512524086	25.0	24.54401568553761	24
Sm_t00002559-RA	18.389830508474578	18	25.446522892919802	25.0
Sm_t00002700-RA	22.58971492453885	22	25.446522892919802	25.0
