Gene	Model mean	Model median	Contig mean	Contig median
Genome	71.63452257551796	69.0	-	-
augustus_masked-Sm_000000F-processed-gene-19.38-mRNA-1	76.5485263750704	77	75.78513518560223	73.0
augustus_masked-Sm_000003F-processed-gene-1.63-mRNA-1	49.29681978798587	48.0	73.86570540950947	71
augustus_masked-Sm_000017F-processed-gene-5.128-mRNA-1	174.56923076923076	179.0	72.28770769008288	72
augustus_masked-Sm_000017F-processed-gene-5.129-mRNA-1	55.39276485788114	46.0	72.28770769008288	72
augustus_masked-Sm_000037F-processed-gene-5.2-mRNA-1	95.28248587570621	101	73.60602742833214	58.0
augustus_masked-Sm_000091F-processed-gene-0.10-mRNA-1	497.60159651669085	508.0	88.32543014045	59.0
augustus_masked-Sm_000091F-processed-gene-0.19-mRNA-1	345.262599469496	411	88.32543014045	59.0
augustus_masked-Sm_000091F-processed-gene-0.9-mRNA-1	94.90899241603466	86.5	88.32543014045	59.0
genemark-Sm_000002F-processed-gene-3.20-mRNA-1	79.65408978242908	82	69.30497289029314	70.0
genemark-Sm_000011F-processed-gene-7.63-mRNA-1	72.55781584582441	73.0	66.66754279455888	68.0
genemark-Sm_000025F-processed-gene-6.14-mRNA-1	109.43154761904762	118.0	70.70216173220143	70.0
genemark-Sm_000025F-processed-gene-7.165-mRNA-1	48.186541737649065	55.5	70.70216173220143	70.0
genemark-Sm_000029F-abinit-gene-7.104-mRNA-1	83.956687551076	83	76.5982720441337	74
genemark-Sm_000054F-processed-gene-0.5-mRNA-1	99.52777777777777	100.0	76.65266975790036	68.0
genemark-Sm_000091F-processed-gene-0.100-mRNA-1	206.75247524752476	240.0	88.32543014045	59.0
genemark-Sm_000091F-processed-gene-0.98-mRNA-1	487.77414772727275	481.0	88.32543014045	59.0
maker-Sm_000000F-augustus-gene-20.115-mRNA-1	73.44308528712199	75	75.78513518560223	73.0
maker-Sm_000003F-snap-gene-2.76-mRNA-1	93.94193548387096	100	73.86570540950947	71
maker-Sm_000030F-snap-gene-1.6-mRNA-1	66.33815426997245	73.0	49.28444037348597	43
Sm_mito_g00002	927.2654690618763	922	683.049786628734	661.5
Sm_t00000096-RA	72.11399548532731	74.0	75.78513518560223	73.0
Sm_t00000203-RA	50.63945931894983	62	75.78513518560223	73.0
Sm_t00000203-RAa	38.744791666666664	30.0	75.78513518560223	73.0
Sm_t00000203-RAaa	19.186475409836067	20.0	75.78513518560223	73.0
Sm_t00000203-Raac	9.65040650406504	10.0	75.78513518560223	73.0
Sm_t00000271-RA	72.68057311420144	73	75.78513518560223	73.0
Sm_t00000776-RA	89.65266393442623	90.0	75.78513518560223	73.0
Sm_t00000816-RA	76.5995260663507	77.0	75.78513518560223	73.0
Sm_t00001449-RA	79.3908313908314	79	71.53503062190784	71
Sm_t00001545-RA	84.8684429641965	84	71.53503062190784	71
Sm_t00001624-RA	81.22175732217573	85.0	71.53503062190784	71
Sm_t00001766-RA	70.82321772639692	75.0	71.53503062190784	71
Sm_t00002559-RA	61.20742534301856	59	72.53438156638565	72.0
Sm_t00002700-RA	68.9927333705981	71	72.53438156638565	72.0
Sm_t00002911-RA	65.03924646781789	67.0	73.86570540950947	71
Sm_t00003559-RA	77.15498938428875	79.0	70.44862466025083	73.0
Sm_t00003600-RA	59.3935691318328	62	70.44862466025083	73.0
Sm_t00003600-RAa	95.07581967213115	97.0	70.44862466025083	73.0
Sm_t00004040-RA	0.10932475884244373	0.0	70.44862466025083	73.0
Sm_t00004185-RA	70.24683544303798	72.0	69.30497289029314	70.0
Sm_t00004482-RA	71.86161616161615	71.0	69.30497289029314	70.0
Sm_t00004508-RA	85.12905126694166	90	69.30497289029314	70.0
Sm_t00004732-RA	30.390206579954093	33	73.34563501023307	72
Sm_t00004754-RA	78.47487046632125	81.0	73.34563501023307	72
Sm_t00005069-RA	74.58351409978307	76.0	73.34563501023307	72
Sm_t00005265-RA	91.85258308654163	89	69.61886415525115	71.0
Sm_t00005368-RA	74.68513853904282	76	69.61886415525115	71.0
Sm_t00005717-RA	177.1918294849023	98	69.61886415525115	71.0
Sm_t00006068-RA	75.89300411522633	77	66.66754279455888	68.0
Sm_t00007019-RA	79.80321814824585	79	61.143590595473405	60
Sm_t00007046-RA	71.98184176394292	73.0	61.143590595473405	60
Sm_t00007131-RA	77.5359964881475	78.0	61.143590595473405	60
Sm_t00007630-RA	79.62012094557448	85	67.62036421273018	68
Sm_t00007701-RA	70.69141449683322	76.0	67.62036421273018	68
Sm_t00007798-RA	85.30814277746794	85.0	69.73999477570898	71
Sm_t00007834-RA	69.1373801916933	80	69.73999477570898	71
Sm_t00007866-RAa	65.06715328467153	64	69.73999477570898	71
Sm_t00008820-RA	75.73194517659462	77.0	69.4319249950703	70
Sm_t00008887-RA	84.7438202247191	84	69.4319249950703	70
