Gene	Model mean	Model median	Contig mean	Contig median
Genome	61.5798563051445	60.0	-	-
augustus_masked-Sm_000000F-processed-gene-19.38-mRNA-1	61.106814342031164	62	64.03997088170821	64.0
augustus_masked-Sm_000003F-processed-gene-1.63-mRNA-1	122.97879858657244	145.0	64.51006422312311	63
augustus_masked-Sm_000017F-processed-gene-5.128-mRNA-1	84.70961538461539	83.0	64.06926174087991	64
augustus_masked-Sm_000017F-processed-gene-5.129-mRNA-1	38.689922480620154	30.5	64.06926174087991	64
augustus_masked-Sm_000037F-processed-gene-5.2-mRNA-1	102.08022598870056	101	60.16591640058393	48.0
augustus_masked-Sm_000091F-processed-gene-0.10-mRNA-1	282.24165457184324	305.0	60.5093485174723	40.0
augustus_masked-Sm_000091F-processed-gene-0.19-mRNA-1	178.40318302387269	210	60.5093485174723	40.0
augustus_masked-Sm_000091F-processed-gene-0.9-mRNA-1	53.020585048754064	45.0	60.5093485174723	40.0
genemark-Sm_000002F-processed-gene-3.20-mRNA-1	62.7193610575599	62	60.01469486267469	62.0
genemark-Sm_000011F-processed-gene-7.63-mRNA-1	69.92398286937902	69.0	57.592031417320236	60.0
genemark-Sm_000025F-processed-gene-6.14-mRNA-1	51.40699404761905	59.0	62.57920485421858	62.0
genemark-Sm_000025F-processed-gene-7.165-mRNA-1	80.1763202725724	81.0	62.57920485421858	62.0
genemark-Sm_000029F-abinit-gene-7.104-mRNA-1	64.96431490057205	67	67.74975011731728	65
genemark-Sm_000054F-processed-gene-0.5-mRNA-1	86.9699074074074	85.0	67.16345559039215	58.0
genemark-Sm_000091F-processed-gene-0.100-mRNA-1	101.4628712871287	111.0	60.5093485174723	40.0
genemark-Sm_000091F-processed-gene-0.98-mRNA-1	267.45383522727275	254.0	60.5093485174723	40.0
maker-Sm_000000F-augustus-gene-20.115-mRNA-1	65.16445803601766	67	64.03997088170821	64.0
maker-Sm_000003F-snap-gene-2.76-mRNA-1	250.7004608294931	259	64.51006422312311	63
maker-Sm_000030F-snap-gene-1.6-mRNA-1	57.714187327823694	63.0	43.215178082120794	38
Sm_mito_g00002	629.5721889554225	630	500.551920341394	481.0
Sm_t00000096-RA	61.72629796839729	62.5	64.03997088170821	64.0
Sm_t00000203-RA	37.94307252404471	48	64.03997088170821	64.0
Sm_t00000203-RAa	5.243055555555555	5.0	64.03997088170821	64.0
Sm_t00000203-RAaa	20.42622950819672	24.0	64.03997088170821	64.0
Sm_t00000203-Raac	12.239837398373984	10.0	64.03997088170821	64.0
Sm_t00000271-RA	68.92878213232196	69	64.03997088170821	64.0
Sm_t00000776-RA	78.72540983606558	79.0	64.03997088170821	64.0
Sm_t00000816-RA	68.53199052132702	69.0	64.03997088170821	64.0
Sm_t00001449-RA	70.48433048433048	71	60.68365554124253	62
Sm_t00001545-RA	72.73660838190396	73	60.68365554124253	62
Sm_t00001624-RA	65.0460251046025	69.0	60.68365554124253	62
Sm_t00001766-RA	67.65510597302504	73.0	60.68365554124253	62
Sm_t00002559-RA	57.067796610169495	55	64.42138425477519	63.0
Sm_t00002700-RA	62.153158188932366	64	64.42138425477519	63.0
Sm_t00002911-RA	66.05180533751962	69.0	64.51006422312311	63
Sm_t00003559-RA	63.48443029016278	66.0	60.724364430482765	64.0
Sm_t00003600-RA	53.27395498392283	56	60.724364430482765	64.0
Sm_t00003600-RAa	64.54986338797814	64.0	60.724364430482765	64.0
Sm_t00004040-RA	35.487942122186496	36.0	60.724364430482765	64.0
Sm_t00004185-RA	64.69620253164557	68.0	60.01469486267469	62.0
Sm_t00004482-RA	72.54040404040404	73.0	60.01469486267469	62.0
Sm_t00004508-RA	62.594578668238064	68	60.01469486267469	62.0
Sm_t00004732-RA	26.308339709257844	26	64.0886593619722	62
Sm_t00004754-RA	71.95362694300518	73.0	64.0886593619722	62
Sm_t00005069-RA	72.70173535791757	73.0	64.0886593619722	62
Sm_t00005265-RA	85.82230997038499	78	58.38747340701536	61.0
Sm_t00005368-RA	61.07640638119228	63	58.38747340701536	61.0
Sm_t00005717-RA	207.77955397671207	87	58.38747340701536	61.0
Sm_t00006068-RA	67.67842445620224	69	57.592031417320236	60.0
Sm_t00007019-RA	73.23766816143498	74	53.397293431102675	54
Sm_t00007046-RA	66.37937743190662	67.0	53.397293431102675	54
Sm_t00007131-RA	67.41132572431958	67.0	53.397293431102675	54
Sm_t00007630-RA	67.64156129741616	71	60.43467211246272	61
Sm_t00007701-RA	56.88423645320197	60.0	60.43467211246272	61
Sm_t00007798-RA	73.74986056887897	74.0	58.70563055034408	62
Sm_t00007834-RA	54.34398296059638	62	58.70563055034408	62
Sm_t00007866-RAa	61.957664233576644	61	58.70563055034408	62
Sm_t00008820-RA	104.7862414338429	107.0	61.691897165201325	62
Sm_t00008887-RA	77.8689138576779	78	61.691897165201325	62
Sm_t00009095-RA	69.56679151061174	71	56.99220084558068	61
Sm_t00009272-RA	66.12569521690767	67.0	56.99220084558068	61
Sm_t00009273-RA	68.01052631578948	67	56.99220084558068	61
Sm_t00009617-RA	61.537620297462816	68.0	59.10287241436136	62.0
Sm_t00009882-RA	69.19845218352681	70.0	62.23614050490581	62.0
Sm_t00010479-RA	67.74332502669989	67	64.06926174087991	64
Sm_t00010759-RA	69.62527075812274	71	61.77969286901326	61.0
Sm_t00011072-RA	65.82686008423023	66	65.12855411352278	60.0
Sm_t00011279-RA	38.43800539083558	26.0	60.704428859048114	63
Sm_t00011280-RA	26.826442062276673	25	60.704428859048114	63
Sm_t00011281-RA	31.38967803030303	23.0	60.704428859048114	63
Sm_t00011290-RA	65.07012487992316	65.0	60.704428859048114	63
Sm_t00011531-RA	70.67005076142132	66.0	60.704428859048114	63
Sm_t00012102-RA	54.53794642857143	56.0	63.07080226580773	60.0
Sm_t00012258-RA	72.71073446327684	74.0	43.215178082120794	38
Sm_t00012279-RA	17.37821782178218	13	43.215178082120794	38
Sm_t00012684-RA	132.5316129032258	139	67.74975011731728	65
Sm_t00013038-RA	63.543760984182775	63	60.01710668142165	62.0
Sm_t00013427-RA	60.04823428079242	63	63.72002010367418	64
Sm_t00013510-RA	48.22851153039832	50.0	63.72002010367418	64
Sm_t00014412-RA	86.70660856935366	91.0	62.746692756190754	63.0
Sm_t00014438-RA	44.60571184995737	45.0	62.746692756190754	63.0
Sm_t00014498-RA	45.66379310344828	50.0	56.640016532330336	58.0
Sm_t00014831-RA	92.78148519819368	86.0	60.16591640058393	48.0
Sm_t00014838-RA	61.605795950774116	63	60.16591640058393	48.0
Sm_t00016646-RA	85.97358767424798	84	60.103043495299204	61.0
Sm_t00017696-RA	65.01884253028264	69	48.37611001415366	46
Sm_t00018447-RA	56.66382460414129	61.0	63.1691101884834	62.0
Sm_t00018460-RA	40.69074333800842	40.0	63.1691101884834	62.0
Sm_t00018630-RA	135.77544293366296	135	65.82843737437899	49
Sm_t00019220-RA	70.50030599755202	73.0	62.986321427971724	53
snap_masked-Sm_000001F-processed-gene-6.55-mRNA-1	69.87673716012084	70	60.68365554124253	62
snap_masked-Sm_000037F-processed-gene-5.87-mRNA-1	147.27978478093775	128	60.16591640058393	48.0
snap_masked-Sm_000102F-processed-gene-0.175-mRNA-1a	51.72682687591957	46	34.54755030327447	15.0
TRINITY_DN3598_c0_g2_i2	68.09334763948497	69.0	60.43467211246272	61
TRINITY_DN3625_c1_g2_i1	67.27152317880795	71.0	60.68365554124253	62
TRINITY_DN7103_c0_g2_i1	66.18130665833073	66	64.42138425477519	63.0
