Gene	Model mean	Model median	Contig mean	Contig median
Genome	70.31326795420105	66.0	-	-
augustus_masked-Sm_000000F-processed-gene-19.38-mRNA-1	70.2359677116576	70	71.66101974000637	70.0
augustus_masked-Sm_000003F-processed-gene-1.63-mRNA-1	110.75618374558304	123.0	69.56657109820148	68
augustus_masked-Sm_000017F-processed-gene-5.128-mRNA-1	74.02692307692308	79.0	69.18728915973415	68
augustus_masked-Sm_000017F-processed-gene-5.129-mRNA-1	33.18087855297158	29.0	69.18728915973415	68
augustus_masked-Sm_000037F-processed-gene-5.2-mRNA-1	57.157062146892656	62	65.93294569585726	54.0
augustus_masked-Sm_000091F-processed-gene-0.10-mRNA-1	374.3541364296081	368.0	69.82590917172037	49.0
augustus_masked-Sm_000091F-processed-gene-0.19-mRNA-1	230.9761273209549	247	69.82590917172037	49.0
augustus_masked-Sm_000091F-processed-gene-0.9-mRNA-1	44.44745395449621	33.0	69.82590917172037	49.0
genemark-Sm_000002F-processed-gene-3.20-mRNA-1	66.84770035802809	69	67.98774959084373	66.0
genemark-Sm_000011F-processed-gene-7.63-mRNA-1	66.82976445396146	67.0	63.00918249884959	66.0
genemark-Sm_000025F-processed-gene-6.14-mRNA-1	35.26264880952381	42.0	72.28443214934325	69.0
genemark-Sm_000025F-processed-gene-7.165-mRNA-1	111.51703577512777	111.0	72.28443214934325	69.0
genemark-Sm_000029F-abinit-gene-7.104-mRNA-1	78.82457096159085	80	75.0157634585008	71
genemark-Sm_000054F-processed-gene-0.5-mRNA-1	112.00462962962963	132.0	82.61191623003431	64.0
genemark-Sm_000091F-processed-gene-0.100-mRNA-1	130.95049504950495	127.0	69.82590917172037	49.0
genemark-Sm_000091F-processed-gene-0.98-mRNA-1	357.1129261363636	299.0	69.82590917172037	49.0
maker-Sm_000000F-augustus-gene-20.115-mRNA-1	76.39721372748896	76	71.66101974000637	70.0
maker-Sm_000003F-snap-gene-2.76-mRNA-1	281.4331797235023	283	69.56657109820148	68
maker-Sm_000030F-snap-gene-1.6-mRNA-1	68.44214876033058	75.0	50.49613338118293	42
Sm_mito_g00002	804.1530272787758	797	688.956820997568	637.0
Sm_t00000096-RA	61.93115124153499	65.5	71.66101974000637	70.0
Sm_t00000203-RA	47.65167663114115	58	71.66101974000637	70.0
Sm_t00000203-RAa	32.626736111111114	28.0	71.66101974000637	70.0
Sm_t00000203-RAaa	15.19672131147541	16.0	71.66101974000637	70.0
Sm_t00000203-Raac	10.764227642276422	11.0	71.66101974000637	70.0
Sm_t00000271-RA	68.8432364096081	68	71.66101974000637	70.0
Sm_t00000776-RA	77.36168032786885	77.0	71.66101974000637	70.0
Sm_t00000816-RA	73.82266982622433	72.0	71.66101974000637	70.0
Sm_t00001449-RA	77.47863247863248	77	66.370439289008	68
Sm_t00001545-RA	76.42381348875936	76	66.370439289008	68
Sm_t00001624-RA	70.69874476987448	70.0	66.370439289008	68
Sm_t00001766-RA	64.02504816955684	67.0	66.370439289008	68
Sm_t00002559-RA	67.81194511702986	66	69.43007817827512	70.0
Sm_t00002700-RA	68.16992733370599	72	69.43007817827512	70.0
Sm_t00002911-RA	75.24882260596546	77.0	69.56657109820148	68
Sm_t00003559-RA	72.60155697098372	74.0	67.5798358454846	70.0
Sm_t00003600-RA	60.47202572347267	63	67.5798358454846	70.0
Sm_t00003600-RAa	83.96311475409836	86.0	67.5798358454846	70.0
Sm_t00004040-RA	34.90514469453376	35.0	67.5798358454846	70.0
Sm_t00004185-RA	69.72965641952983	66.5	67.98774959084373	66.0
Sm_t00004482-RA	71.21111111111111	72.0	67.98774959084373	66.0
Sm_t00004508-RA	77.94519740718916	84	67.98774959084373	66.0
Sm_t00004732-RA	32.08186687069625	33	71.86940291053797	69
Sm_t00004754-RA	77.82538860103627	77.0	71.86940291053797	69
Sm_t00005069-RA	74.35086767895879	74.0	71.86940291053797	69
Sm_t00005265-RA	87.49950641658441	87	65.41674385118306	68.0
Sm_t00005368-RA	65.95801847187238	71	65.41674385118306	68.0
Sm_t00005717-RA	190.55259522399842	95	65.41674385118306	68.0
Sm_t00006068-RA	75.59553203997649	77	63.00918249884959	66.0
Sm_t00007019-RA	69.9116328145608	71	59.20350783273399	59
Sm_t00007046-RA	73.61024643320363	73.0	59.20350783273399	59
Sm_t00007131-RA	75.6470588235294	78.0	59.20350783273399	59
Sm_t00007630-RA	75.52611324903793	80	66.1236758369803	67
Sm_t00007701-RA	64.0466220971147	75.0	66.1236758369803	67
Sm_t00007798-RA	74.44366982710541	74.0	66.2278654157144	69
Sm_t00007834-RA	73.15654952076677	72	66.2278654157144	69
Sm_t00007866-RAa	72.80875912408759	71	66.2278654157144	69
Sm_t00008820-RA	116.86162361623616	116.0	67.07692252423139	67
Sm_t00008887-RA	80.46292134831461	80	67.07692252423139	67
Sm_t00009095-RA	83.5043695380774	83	62.1349101746414	67
Sm_t00009272-RA	71.53392658509455	71.0	62.1349101746414	67
Sm_t00009273-RA	73.10616541353383	73	62.1349101746414	67
Sm_t00009617-RA	70.36701662292214	73.0	64.27522873990642	66.0
Sm_t00009882-RA	81.6077943615257	83.0	71.27737858694145	68.0
Sm_t00010479-RA	77.46386614453542	78	69.18728915973415	68
Sm_t00010759-RA	69.85198555956678	70	71.79298771725956	68.0
Sm_t00011072-RA	71.09405708937763	69	69.88218281494741	65.0
Sm_t00011279-RA	35.80323450134771	31.0	70.89184651607923	69
Sm_t00011280-RA	23.79836651352731	26	70.89184651607923	69
Sm_t00011281-RA	50.349905303030305	51.0	70.89184651607923	69
Sm_t00011290-RA	80.8683957732949	82.0	70.89184651607923	69
Sm_t00011531-RA	80.93739424703892	81.0	70.89184651607923	69
Sm_t00012102-RA	69.9516369047619	74.0	71.46840461697413	66.0
Sm_t00012258-RA	71.06045197740113	71.0	50.49613338118293	42
Sm_t00012279-RA	31.487128712871286	25	50.49613338118293	42
Sm_t00012684-RA	139.71483870967742	154	75.0157634585008	71
Sm_t00013038-RA	82.96906854130053	84	69.90873801756227	69.0
Sm_t00013427-RA	63.7114556416882	62	73.88438751000801	71
Sm_t00013510-RA	54.06813417190776	57.0	73.88438751000801	71
Sm_t00014412-RA	101.78140885984023	111.0	70.73091211972977	69.0
Sm_t00014438-RA	48.850383631713555	45.0	70.73091211972977	69.0
Sm_t00014498-RA	33.20172413793104	39.0	65.44751252631663	64.0
Sm_t00014831-RA	65.15052684395384	49.0	65.93294569585726	54.0
Sm_t00014838-RA	70.92695514092894	71	65.93294569585726	54.0
Sm_t00016646-RA	90.0454878943507	87	71.8464946187526	69.0
Sm_t00017696-RA	83.70345446388515	86	53.008680913522866	49
Sm_t00018447-RA	69.48051157125457	71.0	71.19587294472883	70.0
Sm_t00018460-RA	40.97335203366059	37.0	71.19587294472883	70.0
Sm_t00018630-RA	182.15245158632055	189	76.4571699485395	50
Sm_t00019220-RA	76.86780905752754	81.0	60.24643258945813	50
snap_masked-Sm_000001F-processed-gene-6.55-mRNA-1	79.26888217522658	80	66.370439289008	68
snap_masked-Sm_000037F-processed-gene-5.87-mRNA-1	80.1260568793236	56	65.93294569585726	54.0
snap_masked-Sm_000102F-processed-gene-0.175-mRNA-1a	31.29377145659637	31	32.29899393451062	19.0
TRINITY_DN3598_c0_g2_i2	73.26716738197425	74.0	66.1236758369803	67
TRINITY_DN3625_c1_g2_i1	75.23399558498896	77.0	66.370439289008	68
TRINITY_DN7103_c0_g2_i1	75.28133791809941	75	69.43007817827512	70.0
