Gene	Model mean	Model median	Contig mean	Contig median
Genome	20.099512184136326	17.0	-	-
augustus_masked-Sm_000000F-processed-gene-19.38-mRNA-1	20.321757086540266	21	19.415617781962503	18.0
augustus_masked-Sm_000003F-processed-gene-1.63-mRNA-1	10.89399293286219	11.0	19.567992644293057	18
augustus_masked-Sm_000017F-processed-gene-5.128-mRNA-1	15.805769230769231	15.0	18.7834864449107	17
augustus_masked-Sm_000017F-processed-gene-5.129-mRNA-1	5.325581395348837	5.0	18.7834864449107	17
augustus_masked-Sm_000037F-processed-gene-5.2-mRNA-1	18.236158192090397	19	18.98468206747742	15.0
augustus_masked-Sm_000091F-processed-gene-0.10-mRNA-1	97.74020319303338	71.0	18.484236414278094	11.0
augustus_masked-Sm_000091F-processed-gene-0.19-mRNA-1	44.802829354553495	51	18.484236414278094	11.0
augustus_masked-Sm_000091F-processed-gene-0.9-mRNA-1	17.760563380281692	18.0	18.484236414278094	11.0
genemark-Sm_000002F-processed-gene-3.20-mRNA-1	18.24841641421096	17	17.823904437869498	17.0
genemark-Sm_000011F-processed-gene-7.63-mRNA-1	22.85546038543897	23.0	17.911624093110866	17.0
genemark-Sm_000025F-processed-gene-6.14-mRNA-1	7.767857142857143	7.0	19.301789594214732	18.0
genemark-Sm_000025F-processed-gene-7.165-mRNA-1	28.99488926746167	29.0	19.301789594214732	18.0
genemark-Sm_000029F-abinit-gene-7.104-mRNA-1	22.483791882320894	23	20.24516758632622	18
genemark-Sm_000054F-processed-gene-0.5-mRNA-1	25.891203703703702	23.0	29.322985454987656	17.0
genemark-Sm_000091F-processed-gene-0.100-mRNA-1	19.540841584158414	19.0	18.484236414278094	11.0
genemark-Sm_000091F-processed-gene-0.98-mRNA-1	83.43678977272727	68.0	18.484236414278094	11.0
maker-Sm_000000F-augustus-gene-20.115-mRNA-1	18.575603126061843	18	19.415617781962503	18.0
maker-Sm_000003F-snap-gene-2.76-mRNA-1	32.47281105990783	33	19.567992644293057	18
maker-Sm_000030F-snap-gene-1.6-mRNA-1	16.78099173553719	16.0	13.19802348344201	11
Sm_mito_g00002	298.07451763140386	281	265.5350571284357	266.0
Sm_t00000096-RA	15.093115124153499	16.0	19.415617781962503	18.0
Sm_t00000203-RA	16.815960488692486	15	19.415617781962503	18.0
Sm_t00000203-RAa	14.51388888888889	12.0	19.415617781962503	18.0
Sm_t00000203-RAaa	4.092213114754099	3.0	19.415617781962503	18.0
Sm_t00000203-Raac	4.367886178861789	5.0	19.415617781962503	18.0
Sm_t00000271-RA	19.68394437420986	19	19.415617781962503	18.0
Sm_t00000776-RA	18.082991803278688	17.0	19.415617781962503	18.0
Sm_t00000816-RA	15.081358609794629	14.0	19.415617781962503	18.0
Sm_t00001449-RA	23.73944573944574	24	18.505996058835603	18
Sm_t00001545-RA	20.76269775187344	20	18.505996058835603	18
Sm_t00001624-RA	24.177824267782427	25.0	18.505996058835603	18
Sm_t00001766-RA	15.757225433526012	14.0	18.505996058835603	18
Sm_t00002559-RA	16.54237288135593	16	19.282167054630015	19.0
Sm_t00002700-RA	18.253773057574065	18	19.282167054630015	19.0
Sm_t00002911-RA	16.895604395604394	15.0	19.567992644293057	18
Sm_t00003559-RA	18.56475583864119	18.0	18.52014364342735	18.0
Sm_t00003600-RA	14.511254019292604	14	18.52014364342735	18.0
Sm_t00003600-RAa	21.281420765027324	22.0	18.52014364342735	18.0
Sm_t00004040-RA	11.314308681672026	10.0	18.52014364342735	18.0
Sm_t00004185-RA	23.24231464737794	24.0	17.823904437869498	17.0
Sm_t00004482-RA	19.29090909090909	21.0	17.823904437869498	17.0
