Gene	Model mean	Model median	Contig mean	Contig median
Genome	50.50465819108747	46.0	-	-
augustus_masked-Sm_000000F-processed-gene-19.38-mRNA-1	50.191665102308995	51	49.981419972228416	49.0
augustus_masked-Sm_000003F-processed-gene-1.63-mRNA-1	76.17491166077738	85.0	49.54185425112495	48
augustus_masked-Sm_000017F-processed-gene-5.128-mRNA-1	42.98269230769231	40.0	51.2957070405955	48
augustus_masked-Sm_000017F-processed-gene-5.129-mRNA-1	22.25839793281654	25.0	51.2957070405955	48
augustus_masked-Sm_000037F-processed-gene-5.2-mRNA-1	43.85875706214689	45	53.62697090247123	39.0
augustus_masked-Sm_000091F-processed-gene-0.10-mRNA-1	287.45645863570394	272.0	45.46445291665844	30.0
augustus_masked-Sm_000091F-processed-gene-0.19-mRNA-1	182.31388152077807	218	45.46445291665844	30.0
augustus_masked-Sm_000091F-processed-gene-0.9-mRNA-1	31.587757313109424	27.0	45.46445291665844	30.0
genemark-Sm_000002F-processed-gene-3.20-mRNA-1	47.356100247865605	49	47.31326085684993	48.0
genemark-Sm_000011F-processed-gene-7.63-mRNA-1	55.0406852248394	52.0	46.09162644410581	46.0
genemark-Sm_000025F-processed-gene-6.14-mRNA-1	49.58482142857143	55.0	50.973660561351146	47.0
genemark-Sm_000025F-processed-gene-7.165-mRNA-1	57.98977853492334	58.0	50.973660561351146	47.0
genemark-Sm_000029F-abinit-gene-7.104-mRNA-1	51.394170525742304	54	51.30565475486602	49
genemark-Sm_000054F-processed-gene-0.5-mRNA-1	95.10416666666667	99.5	55.491892120526394	46.0
genemark-Sm_000091F-processed-gene-0.100-mRNA-1	109.19678217821782	119.0	45.46445291665844	30.0
genemark-Sm_000091F-processed-gene-0.98-mRNA-1	273.7244318181818	261.0	45.46445291665844	30.0
maker-Sm_000000F-augustus-gene-20.115-mRNA-1	47.95650696568128	49	49.981419972228416	49.0
maker-Sm_000003F-snap-gene-2.76-mRNA-1	108.20829493087558	109	49.54185425112495	48
maker-Sm_000030F-snap-gene-1.6-mRNA-1	43.27134986225895	47.0	32.885136351917374	29
Sm_mito_g00002	631.8250166333999	634	454.44197678153535	438.0
Sm_t00000096-RA	47.377539503386004	48.0	49.981419972228416	49.0
Sm_t00000203-RA	31.283337665713542	36	49.981419972228416	49.0
Sm_t00000203-RAa	15.753472222222221	16.0	49.981419972228416	49.0
Sm_t00000203-RAaa	13.307377049180328	12.0	49.981419972228416	49.0
Sm_t00000203-Raac	10.048780487804878	11.0	49.981419972228416	49.0
Sm_t00000271-RA	45.716814159292035	46	49.981419972228416	49.0
Sm_t00000776-RA	62.29200819672131	63.0	49.981419972228416	49.0
Sm_t00000816-RA	51.59715639810427	52.0	49.981419972228416	49.0
Sm_t00001449-RA	59.483553483553486	59	48.83749446778209	48
Sm_t00001545-RA	51.80460727171801	52	48.83749446778209	48
Sm_t00001624-RA	51.221059972106	52.0	48.83749446778209	48
Sm_t00001766-RA	45.11608863198459	46.0	48.83749446778209	48
Sm_t00002559-RA	44.11541565778854	44	52.528489878664175	48.0
Sm_t00002700-RA	47.0134153158189	48	52.528489878664175	48.0
Sm_t00002911-RA	43.34772370486656	45.0	49.54185425112495	48
Sm_t00003559-RA	50.43595187544232	54.0	47.760864295570265	49.0
Sm_t00003600-RA	39.587138263665594	40	47.760864295570265	49.0
Sm_t00003600-RAa	62.70696721311475	62.0	47.760864295570265	49.0
Sm_t00004040-RA	2.579581993569132	0.0	47.760864295570265	49.0
Sm_t00004185-RA	45.89692585895118	47.0	47.31326085684993	48.0
Sm_t00004482-RA	53.97575757575758	54.0	47.31326085684993	48.0
Sm_t00004508-RA	53.2692987625221	54	47.31326085684993	48.0
Sm_t00004732-RA	28.918898240244836	29	52.165505748497125	48
Sm_t00004754-RA	57.162953367875645	57.0	52.165505748497125	48
Sm_t00005069-RA	49.27440347071583	50.0	52.165505748497125	48
Sm_t00005265-RA	57.010200723922345	58	46.74042068804483	47.0
Sm_t00005368-RA	49.09823677581864	49	46.74042068804483	47.0
Sm_t00005717-RA	166.02249851983422	68	46.74042068804483	47.0
Sm_t00006068-RA	52.492063492063494	55	46.09162644410581	46.0
Sm_t00007019-RA	49.059351094697966	49	40.99486448660671	41
Sm_t00007046-RA	54.02853437094682	54.0	40.99486448660671	41
Sm_t00007131-RA	51.33318700614574	54.0	40.99486448660671	41
Sm_t00007630-RA	53.73391973611874	55	47.71140923160395	47
Sm_t00007701-RA	52.91766361717101	55.0	47.71140923160395	47
Sm_t00007798-RA	63.763803680981596	65.0	46.81911078399343	47
Sm_t00007834-RA	52.5346112886049	48	46.81911078399343	47
Sm_t00007866-RAa	56.762043795620436	56	46.81911078399343	47
Sm_t00008820-RA	83.70189773326305	84.0	47.58457094820339	47
Sm_t00008887-RA	60.50561797752809	62	47.58457094820339	47
Sm_t00009095-RA	48.84394506866417	48	44.11206054710402	47
Sm_t00009272-RA	53.89822024471635	54.0	44.11206054710402	47
Sm_t00009273-RA	58.797593984962404	60	44.11206054710402	47
Sm_t00009617-RA	47.08661417322835	47.0	45.568123293854654	46.0
Sm_t00009882-RA	59.071586511885016	61.0	48.19325354650894	47.0
Sm_t00010479-RA	55.3186187255251	55	51.2957070405955	48
Sm_t00010759-RA	46.73935018050542	46	49.08153090677362	47.0
Sm_t00011072-RA	47.86195601310248	48	48.097373573506374	46.0
Sm_t00011279-RA	29.477088948787063	23.0	47.991677758170205	48
Sm_t00011280-RA	31.434405308831035	31	47.991677758170205	48
Sm_t00011281-RA	24.063920454545453	20.0	47.991677758170205	48
Sm_t00011290-RA	49.042267050912585	48.0	47.991677758170205	48
Sm_t00011531-RA	55.88663282571912	55.0	47.991677758170205	48
Sm_t00012102-RA	52.561011904761905	54.5	52.120996963851454	47.0
Sm_t00012258-RA	47.77853107344633	50.0	32.885136351917374	29
Sm_t00012279-RA	10.84950495049505	10	32.885136351917374	29
Sm_t00012684-RA	99.46064516129032	104	51.30565475486602	49
Sm_t00013038-RA	48.35219683655536	48	45.67312628447421	47.0
Sm_t00013427-RA	48.70628768303187	50	50.85804351510406	50
Sm_t00013510-RA	42.874213836477985	42.5	50.85804351510406	50
Sm_t00014412-RA	73.56826434277414	77.0	49.93019818342874	48.0
Sm_t00014438-RA	34.68115942028985	35.0	49.93019818342874	48.0
Sm_t00014498-RA	33.63448275862069	31.0	44.51583679540305	45.0
Sm_t00014831-RA	69.65579528349222	69.0	53.62697090247123	39.0
Sm_t00014838-RA	55.491861849940456	56	53.62697090247123	39.0
Sm_t00016646-RA	57.87747615553925	66	49.618663541113726	48.0
Sm_t00017696-RA	51.18079856437865	51	36.32805395865732	35
Sm_t00018447-RA	45.92630937880634	49.0	50.12448397065415	48.0
Sm_t00018460-RA	24.311360448807854	21.0	50.12448397065415	48.0
Sm_t00018630-RA	137.09517923362176	136	51.21876697322028	37
Sm_t00019220-RA	57.32619339045288	59.0	45.47210384027673	42
snap_masked-Sm_000001F-processed-gene-6.55-mRNA-1	59.17099697885197	58	48.83749446778209	48
snap_masked-Sm_000037F-processed-gene-5.87-mRNA-1	74.77401998462722	69	53.62697090247123	39.0
snap_masked-Sm_000102F-processed-gene-0.175-mRNA-1a	27.119666503187837	24	20.737438170057523	14.0
TRINITY_DN3598_c0_g2_i2	53.23032904148784	54.0	47.71140923160395	47
TRINITY_DN3625_c1_g2_i1	51.530905077262695	54.0	48.83749446778209	48
TRINITY_DN7103_c0_g2_i1	49.97186620819006	50	52.528489878664175	48.0
