Gene	Model mean	Model median	Contig mean	Contig median
Genome	38.10564576198106	33.0	-	-
augustus_masked-Sm_000000F-processed-gene-19.38-mRNA-1	34.02196358175333	34	37.04620477639574	35.0
augustus_masked-Sm_000003F-processed-gene-1.63-mRNA-1	72.50883392226149	80.0	36.90533316615817	35
augustus_masked-Sm_000017F-processed-gene-5.128-mRNA-1	28.08653846153846	32.0	36.89991805295859	35
augustus_masked-Sm_000017F-processed-gene-5.129-mRNA-1	21.02842377260982	22.0	36.89991805295859	35
augustus_masked-Sm_000037F-processed-gene-5.2-mRNA-1	48.79209039548022	47	38.32398408737983	30.0
augustus_masked-Sm_000091F-processed-gene-0.10-mRNA-1	104.6923076923077	94.5	30.87205914307726	24.0
augustus_masked-Sm_000091F-processed-gene-0.19-mRNA-1	64.93191865605658	67	30.87205914307726	24.0
augustus_masked-Sm_000091F-processed-gene-0.9-mRNA-1	33.92686890574215	27.0	30.87205914307726	24.0
genemark-Sm_000002F-processed-gene-3.20-mRNA-1	33.571467915174885	34	34.64057980450993	34.0
genemark-Sm_000011F-processed-gene-7.63-mRNA-1	42.30406852248394	43.0	32.6775825464429	33.0
genemark-Sm_000025F-processed-gene-6.14-mRNA-1	29.42782738095238	29.0	37.0682319456763	35.0
genemark-Sm_000025F-processed-gene-7.165-mRNA-1	42.712095400340715	42.0	37.0682319456763	35.0
genemark-Sm_000029F-abinit-gene-7.104-mRNA-1	45.04658131299374	45	38.28178800239489	36
genemark-Sm_000054F-processed-gene-0.5-mRNA-1	57.282407407407405	57.0	51.523802851901	32.0
genemark-Sm_000091F-processed-gene-0.100-mRNA-1	49.81559405940594	49.0	30.87205914307726	24.0
genemark-Sm_000091F-processed-gene-0.98-mRNA-1	95.26420454545455	83.0	30.87205914307726	24.0
maker-Sm_000000F-augustus-gene-20.115-mRNA-1	35.724091063540605	36	37.04620477639574	35.0
maker-Sm_000003F-snap-gene-2.76-mRNA-1	103.036866359447	110	36.90533316615817	35
maker-Sm_000030F-snap-gene-1.6-mRNA-1	32.11501377410468	34.0	25.8507818097253	22
Sm_mito_g00002	291.4956753160346	286	257.56300188133804	249.0
Sm_t00000096-RA	38.32279909706546	40.0	37.04620477639574	35.0
Sm_t00000203-RA	27.264881726020274	34	37.04620477639574	35.0
Sm_t00000203-RAa	19.07465277777778	15.0	37.04620477639574	35.0
Sm_t00000203-RAaa	11.815573770491802	11.0	37.04620477639574	35.0
Sm_t00000203-Raac	7.040650406504065	8.0	37.04620477639574	35.0
Sm_t00000271-RA	28.699115044247787	28	37.04620477639574	35.0
Sm_t00000776-RA	39.84323770491803	38.0	37.04620477639574	35.0
Sm_t00000816-RA	35.51619273301738	35.0	37.04620477639574	35.0
Sm_t00001449-RA	43.298109298109296	44	35.15344777709922	35
Sm_t00001545-RA	44.52123230641132	44	35.15344777709922	35
Sm_t00001624-RA	40.59693165969317	41.0	35.15344777709922	35
Sm_t00001766-RA	28.91907514450867	30.0	35.15344777709922	35
Sm_t00002559-RA	31.225181598062953	30	36.09034768759203	35.0
Sm_t00002700-RA	31.485746226942425	32	36.09034768759203	35.0
Sm_t00002911-RA	39.980376766091055	41.0	36.90533316615817	35
Sm_t00003559-RA	35.99327671620665	38.0	34.9734918866033	36.0
Sm_t00003600-RA	31.688102893890676	34	34.9734918866033	36.0
Sm_t00003600-RAa	46.10860655737705	42.0	34.9734918866033	36.0
Sm_t00004040-RA	21.935691318327976	21.0	34.9734918866033	36.0
Sm_t00004185-RA	36.892405063291136	39.0	34.64057980450993	34.0
Sm_t00004482-RA	38.78181818181818	38.0	34.64057980450993	34.0
Sm_t00004508-RA	39.15321154979375	43	34.64057980450993	34.0
Sm_t00004732-RA	17.038255547054323	18	37.606623377645356	34
Sm_t00004754-RA	36.95647668393782	37.0	37.606623377645356	34
Sm_t00005069-RA	37.603579175704986	38.0	37.606623377645356	34
Sm_t00005265-RA	44.051661730832514	41	33.63229555832296	34.0
Sm_t00005368-RA	38.00419815281276	40	33.63229555832296	34.0
Sm_t00005717-RA	94.06986382474837	48	33.63229555832296	34.0
Sm_t00006068-RA	38.56848912404468	39	32.6775825464429	33.0
Sm_t00007019-RA	34.84436824056977	36	29.854425412317298	29
Sm_t00007046-RA	38.93774319066148	38.0	29.854425412317298	29
Sm_t00007131-RA	34.07945566286216	34.0	29.854425412317298	29
Sm_t00007630-RA	37.566794942275976	39	34.81086408682126	34
Sm_t00007701-RA	43.7112948627727	37.0	34.81086408682126	34
Sm_t00007798-RA	39.77049637479085	40.0	34.23976444549955	35
Sm_t00007834-RA	26.375931842385516	28	34.23976444549955	35
Sm_t00007866-RAa	31.728467153284672	33	34.23976444549955	35
Sm_t00008820-RA	38.15814443858724	37.0	36.09771110105212	34
Sm_t00008887-RA	46.92434456928839	46	36.09771110105212	34
Sm_t00009095-RA	38.81398252184769	40	32.685103277352155	34
Sm_t00009272-RA	42.39822024471635	42.0	32.685103277352155	34
Sm_t00009273-RA	38.61684210526316	38	32.685103277352155	34
Sm_t00009617-RA	35.12117235345582	36.0	34.22212525704132	34.0
Sm_t00009882-RA	42.727197346600335	44.0	37.232531614373954	35.0
Sm_t00010479-RA	36.128871484514065	38	36.89991805295859	35
Sm_t00010759-RA	37.462093862815884	37	36.3284702177906	34.0
Sm_t00011072-RA	38.58680393074403	38	35.946389945550834	33.0
Sm_t00011279-RA	18.035489667565137	17.0	34.768655170054195	34
Sm_t00011280-RA	19.666666666666668	20	34.768655170054195	34
Sm_t00011281-RA	16.447916666666668	17.0	34.768655170054195	34
Sm_t00011290-RA	36.29442843419789	37.0	34.768655170054195	34
Sm_t00011531-RA	40.712351945854486	40.0	34.768655170054195	34
