Gene	Model mean	Model median	Contig mean	Contig median
Genome	76.9266460144519	65.0	-	-
augustus_masked-Sm_000000F-processed-gene-19.38-mRNA-1	69.99305425192416	72	70.01521297772727	69.0
augustus_masked-Sm_000003F-processed-gene-1.63-mRNA-1	146.34098939929328	156.5	69.34443209205779	66
augustus_masked-Sm_000017F-processed-gene-5.128-mRNA-1	90.74423076923077	87.0	67.80207971273714	67
augustus_masked-Sm_000017F-processed-gene-5.129-mRNA-1	40.05813953488372	41.0	67.80207971273714	67
augustus_masked-Sm_000037F-processed-gene-5.2-mRNA-1	76.33672316384181	69	66.5716445948854	54.0
augustus_masked-Sm_000091F-processed-gene-0.10-mRNA-1	220.25253991291729	207.0	58.6860468561721	46.0
augustus_masked-Sm_000091F-processed-gene-0.19-mRNA-1	138.27232537577365	154	58.6860468561721	46.0
augustus_masked-Sm_000091F-processed-gene-0.9-mRNA-1	61.606175514626216	54.0	58.6860468561721	46.0
genemark-Sm_000002F-processed-gene-3.20-mRNA-1	70.29854034701184	72	65.59229329469294	67.0
genemark-Sm_000011F-processed-gene-7.63-mRNA-1	73.07815845824412	73.0	63.907965715612754	65.0
genemark-Sm_000025F-processed-gene-6.14-mRNA-1	63.585565476190474	67.0	71.47809289840586	68.0
genemark-Sm_000025F-processed-gene-7.165-mRNA-1	95.47359454855196	89.0	71.47809289840586	68.0
genemark-Sm_000029F-abinit-gene-7.104-mRNA-1	80.9261781530918	83	72.01468675354161	70
genemark-Sm_000054F-processed-gene-0.5-mRNA-1	111.98611111111111	119.0	68.03729836044772	62.0
genemark-Sm_000091F-processed-gene-0.100-mRNA-1	91.85148514851485	91.0	58.6860468561721	46.0
genemark-Sm_000091F-processed-gene-0.98-mRNA-1	199.56392045454547	184.5	58.6860468561721	46.0
maker-Sm_000000F-augustus-gene-20.115-mRNA-1	68.88209310227658	69	70.01521297772727	69.0
maker-Sm_000003F-snap-gene-2.76-mRNA-1	371.33917050691247	374	69.34443209205779	66
maker-Sm_000030F-snap-gene-1.6-mRNA-1	63.13636363636363	67.0	46.5300694553308	42
Sm_mito_g00002	1603.7618097139054	1606	1243.517299132749	1177.0
Sm_t00000096-RA	61.146726862302486	65.0	70.01521297772727	69.0
Sm_t00000203-RA	46.45593969326748	53	70.01521297772727	69.0
Sm_t00000203-RAa	21.213541666666668	22.0	70.01521297772727	69.0
Sm_t00000203-RAaa	8.32172131147541	8.0	70.01521297772727	69.0
Sm_t00000203-Raac	13.886178861788618	15.0	70.01521297772727	69.0
Sm_t00000271-RA	75.64559629161398	75	70.01521297772727	69.0
Sm_t00000776-RA	78.37295081967213	84.0	70.01521297772727	69.0
