Gene	Model mean	Model median	Contig mean	Contig median
Genome	28.2330005124972	23.0	-	-
augustus_masked-Sm_000000F-processed-gene-19.38-mRNA-1	23.042613103059885	23	25.934040505320624	25.0
augustus_masked-Sm_000003F-processed-gene-1.63-mRNA-1	37.8922261484099	35.0	25.068981485351276	24
augustus_masked-Sm_000017F-processed-gene-5.128-mRNA-1	28.30576923076923	29.0	25.427285743159874	24
augustus_masked-Sm_000017F-processed-gene-5.129-mRNA-1	8.797157622739018	5.0	25.427285743159874	24
augustus_masked-Sm_000037F-processed-gene-5.2-mRNA-1	25.471186440677965	20	24.005676431757774	18.0
augustus_masked-Sm_000091F-processed-gene-0.10-mRNA-1	120.82583454281567	99.0	21.12583213163977	14.0
augustus_masked-Sm_000091F-processed-gene-0.19-mRNA-1	56.83112290008842	62	21.12583213163977	14.0
augustus_masked-Sm_000091F-processed-gene-0.9-mRNA-1	20.42795232936078	18.0	21.12583213163977	14.0
genemark-Sm_000002F-processed-gene-3.20-mRNA-1	22.143211236573947	21	24.586655601330047	24.0
genemark-Sm_000011F-processed-gene-7.63-mRNA-1	25.974304068522486	24.0	23.34383731114988	23.0
genemark-Sm_000025F-processed-gene-6.14-mRNA-1	25.007440476190474	23.0	24.463720065886726	24.0
genemark-Sm_000025F-processed-gene-7.165-mRNA-1	37.072402044293014	37.0	24.463720065886726	24.0
genemark-Sm_000029F-abinit-gene-7.104-mRNA-1	26.58104058839553	27	26.2250724130763	24
genemark-Sm_000054F-processed-gene-0.5-mRNA-1	32.039351851851855	32.0	34.50845418929136	25.0
genemark-Sm_000091F-processed-gene-0.100-mRNA-1	30.105198019801982	28.0	21.12583213163977	14.0
genemark-Sm_000091F-processed-gene-0.98-mRNA-1	93.34943181818181	84.0	21.12583213163977	14.0
maker-Sm_000000F-augustus-gene-20.115-mRNA-1	26.50356778797146	26	25.934040505320624	25.0
maker-Sm_000003F-snap-gene-2.76-mRNA-1	64.6036866359447	61	25.068981485351276	24
maker-Sm_000030F-snap-gene-1.6-mRNA-1	19.78168044077135	21.0	17.57180095431443	15
Sm_mito_g00002	429.2381902860945	407	364.4014132978479	354.0
Sm_t00000096-RA	21.8244920993228	22.0	25.934040505320624	25.0
Sm_t00000203-RA	16.327268001039773	17	25.934040505320624	25.0
Sm_t00000203-RAa	9.605902777777779	9.0	25.934040505320624	25.0
Sm_t00000203-RAaa	3.5327868852459017	4.0	25.934040505320624	25.0
Sm_t00000203-Raac	6.33130081300813	7.0	25.934040505320624	25.0
Sm_t00000271-RA	24.396544458491363	24	25.934040505320624	25.0
Sm_t00000776-RA	25.96823770491803	27.0	25.934040505320624	25.0
Sm_t00000816-RA	23.88823064770932	24.0	25.934040505320624	25.0
Sm_t00001449-RA	27.005439005439005	27	24.12708203011999	24
Sm_t00001545-RA	26.29308909242298	26	24.12708203011999	24
Sm_t00001624-RA	22.288702928870293	23.0	24.12708203011999	24
Sm_t00001766-RA	26.571772639691716	26.0	24.12708203011999	24
Sm_t00002559-RA	19.401129943502823	19	26.039661836195478	24.0
Sm_t00002700-RA	21.707657909446617	22	26.039661836195478	24.0
Sm_t00002911-RA	25.61773940345369	25.0	25.068981485351276	24
Sm_t00003559-RA	27.656758669497524	27.0	23.873073657839953	24.0
Sm_t00003600-RA	22.276527331189712	21	23.873073657839953	24.0
Sm_t00003600-RAa	27.193989071038253	25.0	23.873073657839953	24.0
Sm_t00004040-RA	0.46061093247588425	0.0	23.873073657839953	24.0
Sm_t00004185-RA	24.23508137432188	24.0	24.586655601330047	24.0
Sm_t00004482-RA	26.563636363636363	26.0	24.586655601330047	24.0
Sm_t00004508-RA	29.243959929286977	30	24.586655601330047	24.0
Sm_t00004732-RA	14.171384850803367	13	28.43200744311279	24
Sm_t00004754-RA	27.586528497409326	27.0	28.43200744311279	24
Sm_t00005069-RA	23.54989154013015	24.0	28.43200744311279	24
Sm_t00005265-RA	32.153010858835145	30	22.86071632420091	23.0
Sm_t00005368-RA	24.059613769941226	24	22.86071632420091	23.0
Sm_t00005717-RA	55.21018354055654	25	22.86071632420091	23.0
Sm_t00006068-RA	28.466196355085245	30	23.34383731114988	23.0
Sm_t00007019-RA	26.580585597467685	26	21.462908424972476	20
Sm_t00007046-RA	27.619325551232166	28.0	21.462908424972476	20
Sm_t00007131-RA	27.33977172958736	28.0	21.462908424972476	20
Sm_t00007630-RA	23.079164376030786	24	25.241522813376612	23
Sm_t00007701-RA	20.422237860661507	16.0	25.241522813376612	23
Sm_t00007798-RA	29.63915225878416	30.0	24.185641683591037	24
Sm_t00007834-RA	31.066027689030882	32	24.185641683591037	24
Sm_t00007866-RAa	31.75036496350365	29	24.185641683591037	24
Sm_t00008820-RA	25.565629942013707	25.0	24.559055444986512	23
Sm_t00008887-RA	36.90936329588015	37	24.559055444986512	23
Sm_t00009095-RA	26.258426966292134	27	21.951191964825945	22
Sm_t00009272-RA	26.737486095661847	27.0	21.951191964825945	22
Sm_t00009273-RA	23.67669172932331	23	21.951191964825945	22
Sm_t00009617-RA	21.908136482939632	23.0	23.823240834282686	23.0
Sm_t00009882-RA	31.403814262023218	32.0	25.06609676077815	23.0
Sm_t00010479-RA	27.161979352082593	26	25.427285743159874	24
Sm_t00010759-RA	27.252707581227437	27	24.29824692931489	24.0
Sm_t00011072-RA	24.179691155825925	24	24.933995300962184	23.0
Sm_t00011279-RA	12.615902964959568	11.0	24.062732451731478	23
Sm_t00011280-RA	11.7687595712098	12	24.062732451731478	23
Sm_t00011281-RA	14.351799242424242	13.0	24.062732451731478	23
Sm_t00011290-RA	27.04514889529299	26.0	24.062732451731478	23
Sm_t00011531-RA	27.53130287648054	26.5	24.062732451731478	23
Sm_t00012102-RA	21.908482142857142	23.5	27.34348516893198	23.0
Sm_t00012258-RA	28.705649717514124	28.0	17.57180095431443	15
Sm_t00012279-RA	13.512871287128712	14	17.57180095431443	15
Sm_t00012684-RA	50.609032258064516	56	26.2250724130763	24
Sm_t00013038-RA	31.148330404217926	31	23.30048145327029	24.0
Sm_t00013427-RA	21.603789836347975	23	26.81697357886309	25
Sm_t00013510-RA	21.09538784067086	23.0	26.81697357886309	25
Sm_t00014412-RA	30.612563543936094	29.0	22.582536324814576	22.0
Sm_t00014438-RA	18.624467178175617	17.0	22.582536324814576	22.0
Sm_t00014498-RA	11.532758620689656	12.5	23.289979214206035	22.0
Sm_t00014831-RA	33.978675363773206	32.0	24.005676431757774	18.0
Sm_t00014838-RA	31.186978959904724	32	24.005676431757774	18.0
Sm_t00016646-RA	25.96184886280264	27	25.58530016352152	23.0
Sm_t00017696-RA	22.971736204576043	23	18.915238777542854	18
Sm_t00018447-RA	23.99573690621194	26.0	26.049078813899175	24.0
Sm_t00018460-RA	11.990182328190743	11.0	26.049078813899175	24.0
Sm_t00018630-RA	49.97321796456531	50	28.61858469809532	20
Sm_t00019220-RA	26.90636474908201	28.0	25.69945762598022	21
snap_masked-Sm_000001F-processed-gene-6.55-mRNA-1	29.490634441087614	29	24.12708203011999	24
snap_masked-Sm_000037F-processed-gene-5.87-mRNA-1	43.76095311299001	43	24.005676431757774	18.0
snap_masked-Sm_000102F-processed-gene-0.175-mRNA-1a	5.964198136341344	5	12.171271738400591	6.0
TRINITY_DN3598_c0_g2_i2	26.252861230329042	25.0	25.241522813376612	23
TRINITY_DN3625_c1_g2_i1	25.56291390728477	27.0	24.12708203011999	24
TRINITY_DN7103_c0_g2_i1	26.006251953735543	26	26.039661836195478	24.0
