Gene	Model mean	Model median	Contig mean	Contig median
Genome	93.79402142326614	87.0	-	-
augustus_masked-Sm_000000F-processed-gene-19.38-mRNA-1	87.92415993992867	89	94.81696018840316	92.0
augustus_masked-Sm_000003F-processed-gene-1.63-mRNA-1	38.97879858657244	41.0	88.33639932572686	89
augustus_masked-Sm_000017F-processed-gene-5.128-mRNA-1	158.59230769230768	162.5	87.70052542514784	90
augustus_masked-Sm_000017F-processed-gene-5.129-mRNA-1	54.67700258397933	42.0	87.70052542514784	90
augustus_masked-Sm_000037F-processed-gene-5.2-mRNA-1	107.52542372881356	105	85.97895765358645	68.0
augustus_masked-Sm_000091F-processed-gene-0.10-mRNA-1	110.89114658925979	111.0	64.5768573573277	39.0
augustus_masked-Sm_000091F-processed-gene-0.19-mRNA-1	75.92572944297082	86	64.5768573573277	39.0
augustus_masked-Sm_000091F-processed-gene-0.9-mRNA-1	46.64842903575298	42.0	64.5768573573277	39.0
genemark-Sm_000002F-processed-gene-3.20-mRNA-1	92.37400165243734	94	87.20350103130556	90.0
genemark-Sm_000011F-processed-gene-7.63-mRNA-1	87.15952890792292	89.0	82.61760493823621	86.0
genemark-Sm_000025F-processed-gene-6.14-mRNA-1	108.67261904761905	115.0	90.31360368477613	89.0
genemark-Sm_000025F-processed-gene-7.165-mRNA-1	86.97955706984668	91.0	90.31360368477613	89.0
genemark-Sm_000029F-abinit-gene-7.104-mRNA-1	102.68128575320077	107	98.55872772060938	94
genemark-Sm_000054F-processed-gene-0.5-mRNA-1	123.0324074074074	123.0	95.35649819971766	86.0
genemark-Sm_000091F-processed-gene-0.100-mRNA-1	42.55940594059406	36.0	64.5768573573277	39.0
genemark-Sm_000091F-processed-gene-0.98-mRNA-1	130.9268465909091	125.0	64.5768573573277	39.0
maker-Sm_000000F-augustus-gene-20.115-mRNA-1	91.03295956506966	90	94.81696018840316	92.0
maker-Sm_000003F-snap-gene-2.76-mRNA-1	75.84239631336405	74	88.33639932572686	89
maker-Sm_000030F-snap-gene-1.6-mRNA-1	85.76584022038567	92.0	62.06183221633891	54
Sm_mito_g00002	979.54624085163	978	736.352773826458	711.0
Sm_t00000096-RA	78.57054176072235	79.0	94.81696018840316	92.0
Sm_t00000203-RA	56.351702625422405	68	94.81696018840316	92.0
Sm_t00000203-RAa	27.203125	25.0	94.81696018840316	92.0
Sm_t00000203-RAaa	27.641393442622952	28.0	94.81696018840316	92.0
Sm_t00000203-Raac	15.508130081300813	16.5	94.81696018840316	92.0
Sm_t00000271-RA	90.74799831437	91	94.81696018840316	92.0
Sm_t00000776-RA	119.26639344262296	118.0	94.81696018840316	92.0
Sm_t00000816-RA	105.41034755134281	107.0	94.81696018840316	92.0
Sm_t00001449-RA	96.18155918155918	99	88.70679072021441	89
Sm_t00001545-RA	106.1165695253955	105	88.70679072021441	89
Sm_t00001624-RA	89.80962343096235	93.0	88.70679072021441	89
Sm_t00001766-RA	88.28709055876686	89.0	88.70679072021441	89
Sm_t00002559-RA	91.44713478611784	91	92.8015243839011	91.0
Sm_t00002700-RA	92.58580212409167	93	92.8015243839011	91.0
Sm_t00002911-RA	86.6232339089482	91.0	88.33639932572686	89
Sm_t00003559-RA	96.26362349610757	97.0	90.25229680312208	92.0
Sm_t00003600-RA	88.49646302250804	88	90.25229680312208	92.0
Sm_t00003600-RAa	115.15437158469945	119.0	90.25229680312208	92.0
Sm_t00004040-RA	57.030546623794216	59.0	90.25229680312208	92.0
Sm_t00004185-RA	81.48010849909583	82.0	87.20350103130556	90.0
Sm_t00004482-RA	88.36464646464647	91.0	87.20350103130556	90.0
Sm_t00004508-RA	91.22628167354155	104	87.20350103130556	90.0
Sm_t00004732-RA	44.448355011476664	46	90.31092853074189	90
Sm_t00004754-RA	97.38652849740933	97.0	90.31092853074189	90
Sm_t00005069-RA	97.41323210412148	101.0	90.31092853074189	90
Sm_t00005265-RA	122.42415268180322	119	86.54731216272312	89.0
Sm_t00005368-RA	95.20822837951302	102	86.54731216272312	89.0
Sm_t00005717-RA	281.5338464574699	123	86.54731216272312	89.0
Sm_t00006068-RA	89.51557907113462	89	82.61760493823621	86.0
Sm_t00007019-RA	85.5307306779214	89	76.47897472662942	77
Sm_t00007046-RA	95.09597924773023	97.0	76.47897472662942	77
Sm_t00007131-RA	99.15627743634768	98.0	76.47897472662942	77
Sm_t00007630-RA	96.18361737218252	101	87.84194945934523	88
Sm_t00007701-RA	84.39813511611541	81.0	87.84194945934523	88
Sm_t00007798-RA	118.75069715560512	119.0	86.916394971285	90
Sm_t00007834-RA	115.88604898828541	113	86.916394971285	90
Sm_t00007866-RAa	115.98832116788321	107	86.916394971285	90
Sm_t00008820-RA	93.20611491829204	93.0	86.88797080657922	88
Sm_t00008887-RA	111.51460674157303	109	86.88797080657922	88
Sm_t00009095-RA	98.42322097378278	100	82.6140769390242	89
Sm_t00009272-RA	111.15127919911012	109.0	82.6140769390242	89
Sm_t00009273-RA	106.2363909774436	106	82.6140769390242	89
Sm_t00009617-RA	89.6159230096238	98.0	84.50869247468994	89.0
Sm_t00009882-RA	102.0530679933665	102.0	88.76913882599386	89.0
Sm_t00010479-RA	95.86756852972589	96	87.70052542514784	90
Sm_t00010759-RA	93.9985559566787	93	92.94114530619385	88.0
Sm_t00011072-RA	99.43097800655124	101	94.16152476318341	88.0
Sm_t00011279-RA	43.65498652291105	37.0	89.87911787127945	90
Sm_t00011280-RA	45.053598774885145	45	89.87911787127945	90
Sm_t00011281-RA	39.462594696969695	38.0	89.87911787127945	90
Sm_t00011290-RA	99.86215177713737	99.0	89.87911787127945	90
Sm_t00011531-RA	95.32825719120136	93.0	89.87911787127945	90
Sm_t00012102-RA	84.52232142857143	94.0	94.4421663353032	87.0
Sm_t00012258-RA	96.14632768361582	97.0	62.06183221633891	54
Sm_t00012279-RA	63.54059405940594	65	62.06183221633891	54
Sm_t00012684-RA	175.52129032258065	191	98.55872772060938	94
Sm_t00013038-RA	99.17820738137083	98	86.82757505640907	89.0
Sm_t00013427-RA	82.3479758828596	84	90.20143881528581	91
Sm_t00013510-RA	74.83542976939204	75.0	90.20143881528581	91
Sm_t00014412-RA	126.09840232389251	132.0	86.82901093380224	90.0
Sm_t00014438-RA	66.6457800511509	72.0	86.82901093380224	90.0
Sm_t00014498-RA	27.201724137931034	27.0	79.85313378614441	83.0
Sm_t00014831-RA	99.75188158554943	114.0	85.97895765358645	68.0
Sm_t00014838-RA	98.93290988487495	99	85.97895765358645	68.0
Sm_t00016646-RA	114.15333822450476	120	90.15395248257018	92.0
Sm_t00017696-RA	98.60206370569762	104	67.89365880934491	64
Sm_t00018447-RA	93.19549330085262	96.0	94.5550706517893	90.0
Sm_t00018460-RA	55.5960729312763	56.0	94.5550706517893	90.0
Sm_t00018630-RA	197.63782447466008	196	100.11890229869185	69
Sm_t00019220-RA	97.42105263157895	98.0	87.36045539267543	81
snap_masked-Sm_000001F-processed-gene-6.55-mRNA-1	103.44894259818732	100	88.70679072021441	89
snap_masked-Sm_000037F-processed-gene-5.87-mRNA-1	211.0361260568793	231	85.97895765358645	68.0
