Gene	Model mean	Model median	Contig mean	Contig median
Genome	29.279954961128723	26.0	-	-
augustus_masked-Sm_000000F-processed-gene-19.38-mRNA-1	29.263187535198046	29	29.396182765094718	28.0
augustus_masked-Sm_000003F-processed-gene-1.63-mRNA-1	36.886925795053	40.0	28.48741254649559	27
augustus_masked-Sm_000017F-processed-gene-5.128-mRNA-1	18.473076923076924	19.0	27.67557513038375	27
augustus_masked-Sm_000017F-processed-gene-5.129-mRNA-1	9.799741602067183	10.0	27.67557513038375	27
augustus_masked-Sm_000037F-processed-gene-5.2-mRNA-1	41.12316384180791	42	28.07803203461693	21.0
augustus_masked-Sm_000091F-processed-gene-0.10-mRNA-1	85.43033381712627	61.0	24.722295201785748	17.0
augustus_masked-Sm_000091F-processed-gene-0.19-mRNA-1	45.876215738284706	48	24.722295201785748	17.0
augustus_masked-Sm_000091F-processed-gene-0.9-mRNA-1	43.30931744312026	37.0	24.722295201785748	17.0
genemark-Sm_000002F-processed-gene-3.20-mRNA-1	26.981272376755715	27	26.808793521480844	26.0
genemark-Sm_000011F-processed-gene-7.63-mRNA-1	31.89293361884368	32.0	27.6000599217004	26.0
genemark-Sm_000025F-processed-gene-6.14-mRNA-1	21.75967261904762	20.0	27.924341719343197	27.0
genemark-Sm_000025F-processed-gene-7.165-mRNA-1	40.41822827938671	42.0	27.924341719343197	27.0
genemark-Sm_000029F-abinit-gene-7.104-mRNA-1	32.75783165350041	34	30.59478924589576	28
genemark-Sm_000054F-processed-gene-0.5-mRNA-1	30.1875	31.0	55.57170199379286	23.0
genemark-Sm_000091F-processed-gene-0.100-mRNA-1	33.241336633663366	34.0	24.722295201785748	17.0
genemark-Sm_000091F-processed-gene-0.98-mRNA-1	68.25568181818181	62.0	24.722295201785748	17.0
maker-Sm_000000F-augustus-gene-20.115-mRNA-1	28.709140332993545	29	29.396182765094718	28.0
maker-Sm_000003F-snap-gene-2.76-mRNA-1	57.86820276497696	57	28.48741254649559	27
maker-Sm_000030F-snap-gene-1.6-mRNA-1	24.674931129476583	26.0	20.208638061417634	18
Sm_mito_g00002	307.74118429807055	305	239.98715183774607	230.0
Sm_t00000096-RA	26.341986455981942	26.0	29.396182765094718	28.0
Sm_t00000203-RA	23.016116454380036	27	29.396182765094718	28.0
Sm_t00000203-RAa	16.19965277777778	16.0	29.396182765094718	28.0
Sm_t00000203-RAaa	11.145491803278688	11.0	29.396182765094718	28.0
Sm_t00000203-Raac	3.855691056910569	4.0	29.396182765094718	28.0
Sm_t00000271-RA	27.833965444584912	28	29.396182765094718	28.0
Sm_t00000776-RA	30.309426229508198	30.0	29.396182765094718	28.0
Sm_t00000816-RA	24.677725118483412	24.0	29.396182765094718	28.0
Sm_t00001449-RA	32.406112406112406	32	27.094079105152936	27
Sm_t00001545-RA	29.92533999444907	29	27.094079105152936	27
Sm_t00001624-RA	29.932357043235704	30.0	27.094079105152936	27
Sm_t00001766-RA	28.697976878612717	30.0	27.094079105152936	27
Sm_t00002559-RA	27.48264729620662	27	28.767115656228256	28.0
Sm_t00002700-RA	28.114589155953045	28	28.767115656228256	28.0
Sm_t00002911-RA	25.946624803767662	25.0	28.48741254649559	27
Sm_t00003559-RA	27.048478414720453	26.5	27.57903953265431	28.0
Sm_t00003600-RA	22.853376205787782	23	27.57903953265431	28.0
Sm_t00003600-RAa	41.122950819672134	39.0	27.57903953265431	28.0
Sm_t00004040-RA	0	0.0	27.57903953265431	28.0
Sm_t00004185-RA	21.717902350813745	22.0	26.808793521480844	26.0
Sm_t00004482-RA	32.17171717171717	32.0	26.808793521480844	26.0
Sm_t00004508-RA	32.265173836181496	32	26.808793521480844	26.0
Sm_t00004732-RA	13.687069625095639	13	29.799371911692333	28
Sm_t00004754-RA	32.395854922279796	32.0	29.799371911692333	28
Sm_t00005069-RA	26.869305856832973	27.0	29.799371911692333	28
Sm_t00005265-RA	39.98058571898651	37	26.348903201535908	27.0
Sm_t00005368-RA	30.03274559193955	30	26.348903201535908	27.0
Sm_t00005717-RA	77.06315373988554	38	26.348903201535908	27.0
Sm_t00006068-RA	31.977660199882422	32	27.6000599217004	26.0
Sm_t00007019-RA	31.087839620152995	31	24.062665234605397	23
Sm_t00007046-RA	27.845654993514916	27.0	24.062665234605397	23
Sm_t00007131-RA	25.231782265144865	26.0	24.062665234605397	23
Sm_t00007630-RA	31.959318306761958	32	27.985734928137724	27
Sm_t00007701-RA	29.00985221674877	26.0	27.985734928137724	27
Sm_t00007798-RA	31.629670942554377	32.0	28.04575050066122	28
Sm_t00007834-RA	23.869009584664536	27	28.04575050066122	28
Sm_t00007866-RAa	26.706569343065695	25	28.04575050066122	28
Sm_t00008820-RA	70.71850289931471	69.0	27.25475347094988	26
Sm_t00008887-RA	27.44943820224719	28	27.25475347094988	26
Sm_t00009095-RA	31.656679151061173	34	25.28276859663062	26
Sm_t00009272-RA	29.018353726362626	29.0	25.28276859663062	26
Sm_t00009273-RA	29.47248120300752	30	25.28276859663062	26
Sm_t00009617-RA	27.101049868766403	26.0	27.46499509203333	26.0
Sm_t00009882-RA	29.869264787175236	30.0	27.493337492106033	26.0
Sm_t00010479-RA	33.02064791740833	33	27.67557513038375	27
Sm_t00010759-RA	31.978339350180505	32	27.391684472266995	27.0
Sm_t00011072-RA	30.192325690219935	30	27.788163832326397	26.0
Sm_t00011279-RA	14.453279424977538	10.0	27.340916998287362	27
Sm_t00011280-RA	9.558448187850944	9	27.340916998287362	27
Sm_t00011281-RA	13.37310606060606	13.0	27.340916998287362	27
Sm_t00011290-RA	33.30691642651297	32.0	27.340916998287362	27
Sm_t00011531-RA	30.12605752961083	29.0	27.340916998287362	27
Sm_t00012102-RA	33.002232142857146	34.0	29.034898805612542	26.0
Sm_t00012258-RA	36.02372881355932	36.0	20.208638061417634	18
Sm_t00012279-RA	18.835643564356435	18	20.208638061417634	18
Sm_t00012684-RA	69.89548387096774	73	30.59478924589576	28
Sm_t00013038-RA	32.062917398945515	31	25.680240295482964	27.0
Sm_t00013427-RA	26.269595176571922	25	26.993791237369457	27
Sm_t00013510-RA	17.9832285115304	19.0	26.993791237369457	27
Sm_t00014412-RA	37.60021786492375	38.0	27.936045850575777	26.0
Sm_t00014438-RA	23.242114236999146	24.0	27.936045850575777	26.0
Sm_t00014498-RA	10.758620689655173	9.0	26.042701832199523	25.0
Sm_t00014831-RA	47.787506271951834	42.0	28.07803203461693	21.0
Sm_t00014838-RA	27.159190154823342	28	28.07803203461693	21.0
Sm_t00016646-RA	39.185619955979455	43	28.312126599144275	26.0
Sm_t00017696-RA	32.9187976671153	30	20.319593213231055	19
Sm_t00018447-RA	26.55907429963459	28.0	28.531522021183743	27.0
Sm_t00018460-RA	14.709677419354838	13.0	28.531522021183743	27.0
Sm_t00018630-RA	62.174701277297075	61	24.105372820139866	16
Sm_t00019220-RA	27.812117503059977	29.0	25.49668362634964	22
snap_masked-Sm_000001F-processed-gene-6.55-mRNA-1	30.003021148036254	30	27.094079105152936	27
snap_masked-Sm_000037F-processed-gene-5.87-mRNA-1	89.65026902382782	98	28.07803203461693	21.0
snap_masked-Sm_000102F-processed-gene-0.175-mRNA-1a	11.395291809710642	9	12.531631191387453	7.0
TRINITY_DN3598_c0_g2_i2	26.13125894134478	26.0	27.985734928137724	27
TRINITY_DN3625_c1_g2_i1	28.498344370860927	28.0	27.094079105152936	27
TRINITY_DN7103_c0_g2_i1	30.322913410440762	31	28.767115656228256	28.0
