Gene	Model mean	Model median	Contig mean	Contig median
Genome	68.9077597207571	65.0	-	-
augustus_masked-Sm_000000F-processed-gene-19.38-mRNA-1	68.30580063825794	69	69.64714837653923	69.0
augustus_masked-Sm_000003F-processed-gene-1.63-mRNA-1	28.757950530035334	29.0	68.94406486396122	68
augustus_masked-Sm_000017F-processed-gene-5.128-mRNA-1	62.94615384615385	64.0	67.69980320870448	68
augustus_masked-Sm_000017F-processed-gene-5.129-mRNA-1	34.07881136950905	33.0	67.69980320870448	68
augustus_masked-Sm_000037F-processed-gene-5.2-mRNA-1	81.76723163841808	78	71.15784958619045	55.0
augustus_masked-Sm_000091F-processed-gene-0.10-mRNA-1	252.60595065312046	217.0	65.763921537641	54.0
augustus_masked-Sm_000091F-processed-gene-0.19-mRNA-1	119.2210433244916	132	65.763921537641	54.0
augustus_masked-Sm_000091F-processed-gene-0.9-mRNA-1	60.695557963163594	59.0	65.763921537641	54.0
genemark-Sm_000002F-processed-gene-3.20-mRNA-1	68.94960066097494	69	64.25427889724797	66.0
genemark-Sm_000011F-processed-gene-7.63-mRNA-1	72.05995717344754	72.0	61.479117000703866	65.0
genemark-Sm_000025F-processed-gene-6.14-mRNA-1	37.91294642857143	44.0	69.6126315740076	68.0
genemark-Sm_000025F-processed-gene-7.165-mRNA-1	101.98807495741056	103.0	69.6126315740076	68.0
genemark-Sm_000029F-abinit-gene-7.104-mRNA-1	73.51402887496594	75	70.71575486975604	69
genemark-Sm_000054F-processed-gene-0.5-mRNA-1	95.05555555555556	99.0	72.15459428879595	63.0
genemark-Sm_000091F-processed-gene-0.100-mRNA-1	69.39480198019803	69.0	65.763921537641	54.0
genemark-Sm_000091F-processed-gene-0.98-mRNA-1	184.4169034090909	186.0	65.763921537641	54.0
maker-Sm_000000F-augustus-gene-20.115-mRNA-1	68.27998640842678	71	69.64714837653923	69.0
maker-Sm_000003F-snap-gene-2.76-mRNA-1	102.74930875576037	106	68.94406486396122	68
maker-Sm_000030F-snap-gene-1.6-mRNA-1	59.49173553719008	63.0	47.930193570620695	43
Sm_mito_g00002	850.1477045908183	837	631.1867801587666	641.0
Sm_t00000096-RA	73.89503386004515	77.0	69.64714837653923	69.0
Sm_t00000203-RA	48.75773329867429	61	69.64714837653923	69.0
Sm_t00000203-RAa	19.803819444444443	20.0	69.64714837653923	69.0
Sm_t00000203-RAaa	24.4077868852459	25.0	69.64714837653923	69.0
Sm_t00000203-Raac	13.536585365853659	13.0	69.64714837653923	69.0
Sm_t00000271-RA	73.70796460176992	74	69.64714837653923	69.0
Sm_t00000776-RA	71.65368852459017	71.0	69.64714837653923	69.0
