Gene	Model mean	Model median	Contig mean	Contig median
Genome	38.78921524272734	35.0	-	-
augustus_masked-Sm_000000F-processed-gene-19.38-mRNA-1	39.44678055190539	39	39.552452534242	38.0
augustus_masked-Sm_000003F-processed-gene-1.63-mRNA-1	11.30565371024735	11.0	38.772500243797104	37
augustus_masked-Sm_000017F-processed-gene-5.128-mRNA-1	34.36730769230769	34.0	38.36454340106438	36
augustus_masked-Sm_000017F-processed-gene-5.129-mRNA-1	14.468992248062015	13.5	38.36454340106438	36
augustus_masked-Sm_000037F-processed-gene-5.2-mRNA-1	30.699435028248587	31	47.75706355160842	32.0
augustus_masked-Sm_000091F-processed-gene-0.10-mRNA-1	128.3410740203193	106.0	30.5429053987318	22.0
augustus_masked-Sm_000091F-processed-gene-0.19-mRNA-1	68.42528735632185	77	30.5429053987318	22.0
augustus_masked-Sm_000091F-processed-gene-0.9-mRNA-1	47.20639219934995	46.0	30.5429053987318	22.0
genemark-Sm_000002F-processed-gene-3.20-mRNA-1	35.448636739190306	36	36.74528628799525	36.0
genemark-Sm_000011F-processed-gene-7.63-mRNA-1	31.083511777301926	28.5	36.2716839861406	36.0
genemark-Sm_000025F-processed-gene-6.14-mRNA-1	14.13764880952381	15.0	35.656778965052816	36.0
genemark-Sm_000025F-processed-gene-7.165-mRNA-1	60.570698466780236	56.0	35.656778965052816	36.0
genemark-Sm_000029F-abinit-gene-7.104-mRNA-1	42.33260691909562	43	40.17719202815117	38
genemark-Sm_000054F-processed-gene-0.5-mRNA-1	59.35648148148148	63.0	46.944902372354434	35.0
genemark-Sm_000091F-processed-gene-0.100-mRNA-1	51.523514851485146	51.5	30.5429053987318	22.0
genemark-Sm_000091F-processed-gene-0.98-mRNA-1	115.28267045454545	110.0	30.5429053987318	22.0
maker-Sm_000000F-augustus-gene-20.115-mRNA-1	40.28644240570846	39	39.552452534242	38.0
maker-Sm_000003F-snap-gene-2.76-mRNA-1	61.413824884792625	59	38.772500243797104	37
maker-Sm_000030F-snap-gene-1.6-mRNA-1	33.798209366391184	34.0	27.017549746522374	23
Sm_mito_g00002	768.8569527611444	735	634.4510852108475	634.0
Sm_t00000096-RA	38.8803611738149	36.0	39.552452534242	38.0
Sm_t00000203-RA	28.912399272160126	29	39.552452534242	38.0
Sm_t00000203-RAa	19.53472222222222	18.0	39.552452534242	38.0
Sm_t00000203-RAaa	3.7438524590163933	4.0	39.552452534242	38.0
Sm_t00000203-Raac	5.33130081300813	4.0	39.552452534242	38.0
Sm_t00000271-RA	37.803202697008004	38	39.552452534242	38.0
Sm_t00000776-RA	42.924180327868854	46.0	39.552452534242	38.0
