Gene	Model mean	Model median	Contig mean	Contig median
Genome	74.30096181645855	62.0	-	-
augustus_masked-Sm_000000F-processed-gene-19.38-mRNA-1	64.5359489393655	65	68.4199733601015	66.0
augustus_masked-Sm_000003F-processed-gene-1.63-mRNA-1	42.477031802120145	44.0	65.9430406374946	65
augustus_masked-Sm_000017F-processed-gene-5.128-mRNA-1	49.03846153846154	55.0	66.35197480530178	64
augustus_masked-Sm_000017F-processed-gene-5.129-mRNA-1	34.054263565891475	33.0	66.35197480530178	64
augustus_masked-Sm_000037F-processed-gene-5.2-mRNA-1	52.33220338983051	47	65.74402258940671	53.0
augustus_masked-Sm_000091F-processed-gene-0.10-mRNA-1	197.6574746008708	184.0	46.208437864211916	37.0
augustus_masked-Sm_000091F-processed-gene-0.19-mRNA-1	71.98762157382848	71	46.208437864211916	37.0
augustus_masked-Sm_000091F-processed-gene-0.9-mRNA-1	50.65492957746479	48.0	46.208437864211916	37.0
genemark-Sm_000002F-processed-gene-3.20-mRNA-1	65.99889837510328	67	63.95444653268339	64.0
genemark-Sm_000011F-processed-gene-7.63-mRNA-1	73.39186295503212	74.0	61.514171912204674	62.0
genemark-Sm_000025F-processed-gene-6.14-mRNA-1	63.38392857142857	67.0	62.998247244161	64.0
genemark-Sm_000025F-processed-gene-7.165-mRNA-1	83.2495741056218	86.0	62.998247244161	64.0
genemark-Sm_000029F-abinit-gene-7.104-mRNA-1	71.04467447561973	73	68.14159603772575	67
genemark-Sm_000054F-processed-gene-0.5-mRNA-1	64.28703703703704	63.0	72.98502937024485	59.0
genemark-Sm_000091F-processed-gene-0.100-mRNA-1	31.14851485148515	32.5	46.208437864211916	37.0
genemark-Sm_000091F-processed-gene-0.98-mRNA-1	119.84019886363636	113.0	46.208437864211916	37.0
maker-Sm_000000F-augustus-gene-20.115-mRNA-1	70.1019367991845	69	68.4199733601015	66.0
maker-Sm_000003F-snap-gene-2.76-mRNA-1	57.76866359447005	56	65.9430406374946	65
maker-Sm_000030F-snap-gene-1.6-mRNA-1	65.28374655647383	71.0	44.79579536783082	39
Sm_mito_g00002	872.8489687292082	860	669.502340200982	632.0
Sm_t00000096-RA	63.1303611738149	65.0	68.4199733601015	66.0
Sm_t00000203-RA	46.55055887704705	58	68.4199733601015	66.0
Sm_t00000203-RAa	33.27777777777778	26.0	68.4199733601015	66.0
Sm_t00000203-RAaa	13.278688524590164	13.0	68.4199733601015	66.0
