Gene	Model mean	Model median	Contig mean	Contig median
Genome	18.546314292510594	16.0	-	-
augustus_masked-Sm_000000F-processed-gene-19.38-mRNA-1	20.951755209311056	21	18.846564539511135	17.0
augustus_masked-Sm_000003F-processed-gene-1.63-mRNA-1	20.968197879858657	19.0	17.946042546077653	16
augustus_masked-Sm_000017F-processed-gene-5.128-mRNA-1	26.825	28.0	19.078213334618777	17
augustus_masked-Sm_000017F-processed-gene-5.129-mRNA-1	8.94186046511628	7.0	19.078213334618777	17
augustus_masked-Sm_000037F-processed-gene-5.2-mRNA-1	13.625988700564971	9	19.65391214326011	12.0
augustus_masked-Sm_000091F-processed-gene-0.10-mRNA-1	70.52394775036285	54.0	18.13843016020386	9.0
augustus_masked-Sm_000091F-processed-gene-0.19-mRNA-1	48.175066312997345	53	18.13843016020386	9.0
augustus_masked-Sm_000091F-processed-gene-0.9-mRNA-1	19.036294691224267	20.0	18.13843016020386	9.0
genemark-Sm_000002F-processed-gene-3.20-mRNA-1	15.87579179289452	15	17.51823683719719	16.0
genemark-Sm_000011F-processed-gene-7.63-mRNA-1	17.700214132762312	16.0	17.194764162235852	16.0
genemark-Sm_000025F-processed-gene-6.14-mRNA-1	16.576636904761905	17.0	18.336698061409805	17.0
genemark-Sm_000025F-processed-gene-7.165-mRNA-1	16.19505962521295	17.0	18.336698061409805	17.0
genemark-Sm_000029F-abinit-gene-7.104-mRNA-1	20.420049032961046	21	18.68699377751666	17
genemark-Sm_000054F-processed-gene-0.5-mRNA-1	22.912037037037038	26.0	20.740079942052585	15.0
genemark-Sm_000091F-processed-gene-0.100-mRNA-1	25.037128712871286	25.0	18.13843016020386	9.0
genemark-Sm_000091F-processed-gene-0.98-mRNA-1	80.1669034090909	69.0	18.13843016020386	9.0
maker-Sm_000000F-augustus-gene-20.115-mRNA-1	21.663948352021748	21	18.846564539511135	17.0
maker-Sm_000003F-snap-gene-2.76-mRNA-1	32.13548387096774	32	17.946042546077653	16
maker-Sm_000030F-snap-gene-1.6-mRNA-1	13.768595041322314	14.0	12.758358672458714	10
Sm_mito_g00002	106.8150365934797	104	94.92706373606204	95.0
Sm_t00000096-RA	15.948081264108351	19.0	18.846564539511135	17.0
Sm_t00000203-RA	13.65401611645438	14	18.846564539511135	17.0
Sm_t00000203-RAa	5.956597222222222	5.0	18.846564539511135	17.0
Sm_t00000203-RAaa	5.75	6.0	18.846564539511135	17.0
Sm_t00000203-Raac	5.770325203252033	6.0	18.846564539511135	17.0
Sm_t00000271-RA	17.64559629161399	19	18.846564539511135	17.0
Sm_t00000776-RA	24.09733606557377	27.0	18.846564539511135	17.0
Sm_t00000816-RA	12.294628751974724	11.0	18.846564539511135	17.0
Sm_t00001449-RA	20.32038332038332	20	17.448948075035418	17
Sm_t00001545-RA	19.784068831529282	19	17.448948075035418	17
Sm_t00001624-RA	14.9721059972106	14.0	17.448948075035418	17
Sm_t00001766-RA	20.61416184971098	22.0	17.448948075035418	17
Sm_t00002559-RA	15.146085552865214	15	19.10024306462537	17.0
Sm_t00002700-RA	17.42705422023477	19	19.10024306462537	17.0
Sm_t00002911-RA	21.6138147566719	23.0	17.946042546077653	16
Sm_t00003559-RA	19.009907997169144	19.0	17.973375072117864	17.0
Sm_t00003600-RA	16.45594855305466	13	17.973375072117864	17.0
Sm_t00003600-RAa	27.14275956284153	25.0	17.973375072117864	17.0
Sm_t00004040-RA	0.23070739549839228	0.0	17.973375072117864	17.0
Sm_t00004185-RA	22.5623869801085	23.0	17.51823683719719	16.0
Sm_t00004482-RA	19.091919191919192	19.0	17.51823683719719	16.0
Sm_t00004508-RA	22.571596935769005	22	17.51823683719719	16.0
Sm_t00004732-RA	10.08416220351951	9	19.316219702578152	16
Sm_t00004754-RA	19.993264248704662	20.0	19.316219702578152	16
Sm_t00005069-RA	16.85466377440347	17.0	19.316219702578152	16
Sm_t00005265-RA	22.322474498190193	23	16.672495719178084	16.0
Sm_t00005368-RA	15.999160369437448	17	16.672495719178084	16.0
Sm_t00005717-RA	51.788632326820604	25	16.672495719178084	16.0
Sm_t00006068-RA	22.777189888301	24	17.194764162235852	16.0
Sm_t00007019-RA	23.418623054603007	22	15.505811752093784	14
Sm_t00007046-RA	23.61738002594034	23.0	15.505811752093784	14
Sm_t00007131-RA	24.410008779631255	25.0	15.505811752093784	14
Sm_t00007630-RA	21.70313358988455	23	17.51598226850814	17
Sm_t00007701-RA	18.649894440534833	19.0	17.51598226850814	17
Sm_t00007798-RA	19.508644729503626	20.0	18.478366449037487	17
Sm_t00007834-RA	13.666666666666666	13	18.478366449037487	17
Sm_t00007866-RAa	17.502189781021897	17	18.478366449037487	17
Sm_t00008820-RA	30.122561939905115	30.0	17.37085735316072	16
Sm_t00008887-RA	18.994007490636704	19	17.37085735316072	16
Sm_t00009095-RA	19.093632958801496	19	16.11132415833578	16
Sm_t00009272-RA	17.262513904338153	18.0	16.11132415833578	16
Sm_t00009273-RA	19.622255639097745	19	16.11132415833578	16
Sm_t00009617-RA	22.257655293088362	22.0	17.62504639282362	16.0
Sm_t00009882-RA	19.884190160309565	21.0	18.822253284660288	16.0
Sm_t00010479-RA	17.223567105731576	16	19.078213334618777	17
Sm_t00010759-RA	16.95667870036101	16	17.30865789506566	16.0
Sm_t00011072-RA	18.25783809078147	18	17.911401693145372	16.0
Sm_t00011279-RA	12.95193171608266	10.0	17.22407599984965	16
Sm_t00011280-RA	6.483409903011741	6	17.22407599984965	16
Sm_t00011281-RA	8.532670454545455	8.0	17.22407599984965	16
Sm_t00011290-RA	20.05043227665706	20.0	17.22407599984965	16
Sm_t00011531-RA	17.797800338409477	17.0	17.22407599984965	16
Sm_t00012102-RA	19.78125	21.0	19.36128160541901	16.0
Sm_t00012258-RA	23.12824858757062	24.0	12.758358672458714	10
Sm_t00012279-RA	5.7227722772277225	5	12.758358672458714	10
Sm_t00012684-RA	28.13806451612903	29	18.68699377751666	17
Sm_t00013038-RA	23.423198594024605	23	17.136413676147225	17.0
Sm_t00013427-RA	20.824289405684755	21	17.906361293414292	17
Sm_t00013510-RA	17.454926624737947	16.0	17.906361293414292	17
Sm_t00014412-RA	24.799927378358753	26.0	17.566287663445138	16.0
