Gene	Model mean	Model median	Contig mean	Contig median
Genome	53.866838018583124	50.0	-	-
augustus_masked-Sm_000000F-processed-gene-19.38-mRNA-1	55.75370752768913	55	54.773826526050854	53.0
augustus_masked-Sm_000003F-processed-gene-1.63-mRNA-1	48.53003533568904	56.0	54.131344506206375	52
augustus_masked-Sm_000017F-processed-gene-5.128-mRNA-1	119.34038461538462	117.0	54.52977366886799	53
augustus_masked-Sm_000017F-processed-gene-5.129-mRNA-1	39.684754521963825	28.0	54.52977366886799	53
augustus_masked-Sm_000037F-processed-gene-5.2-mRNA-1	70.7638418079096	72	55.01845858124102	44.0
augustus_masked-Sm_000091F-processed-gene-0.10-mRNA-1	193.66473149492018	196.0	45.479836240444065	32.0
augustus_masked-Sm_000091F-processed-gene-0.19-mRNA-1	105.38992042440319	113	45.479836240444065	32.0
augustus_masked-Sm_000091F-processed-gene-0.9-mRNA-1	40.568255687973995	31.0	45.479836240444065	32.0
genemark-Sm_000002F-processed-gene-3.20-mRNA-1	50.21591847975764	50	50.84786615209909	51.0
genemark-Sm_000011F-processed-gene-7.63-mRNA-1	54.63276231263383	58.0	49.080264974332586	50.0
genemark-Sm_000025F-processed-gene-6.14-mRNA-1	36.59747023809524	33.0	53.96474192019447	52.0
genemark-Sm_000025F-processed-gene-7.165-mRNA-1	67.64735945485519	65.0	53.96474192019447	52.0
genemark-Sm_000029F-abinit-gene-7.104-mRNA-1	57.69272677744484	57	56.45377574911903	54
genemark-Sm_000054F-processed-gene-0.5-mRNA-1	90.89120370370371	93.0	78.59613930642867	48.0
genemark-Sm_000091F-processed-gene-0.100-mRNA-1	57.00990099009901	52.0	45.479836240444065	32.0
genemark-Sm_000091F-processed-gene-0.98-mRNA-1	166.7315340909091	148.0	45.479836240444065	32.0
maker-Sm_000000F-augustus-gene-20.115-mRNA-1	54.222901800883456	55	54.773826526050854	53.0
maker-Sm_000003F-snap-gene-2.76-mRNA-1	146.0663594470046	152	54.131344506206375	52
maker-Sm_000030F-snap-gene-1.6-mRNA-1	50.13085399449036	54.0	38.07204775977084	32
Sm_mito_g00002	644.8070525615436	631	499.0552929839857	511.0
Sm_t00000096-RA	54.29796839729119	54.0	54.773826526050854	53.0
Sm_t00000203-RA	34.86404990902002	41	54.773826526050854	53.0
Sm_t00000203-RAa	30.09201388888889	28.0	54.773826526050854	53.0
Sm_t00000203-RAaa	19.116803278688526	19.0	54.773826526050854	53.0
Sm_t00000203-Raac	7.453252032520325	7.0	54.773826526050854	53.0
Sm_t00000271-RA	57.986514959966286	58	54.773826526050854	53.0
Sm_t00000776-RA	63.54815573770492	69.0	54.773826526050854	53.0
Sm_t00000816-RA	51.37875197472354	51.0	54.773826526050854	53.0
Sm_t00001449-RA	54.06889406889407	54	50.630329163874805	51
Sm_t00001545-RA	62.203996669442134	62	50.630329163874805	51
Sm_t00001624-RA	59.58647140864714	61.0	50.630329163874805	51
Sm_t00001766-RA	49.8159922928709	52.0	50.630329163874805	51
Sm_t00002559-RA	53.74899112187248	52	53.74877138517942	53.0
Sm_t00002700-RA	49.09726103968698	51	53.74877138517942	53.0
Sm_t00002911-RA	50.256671899529046	51.0	54.131344506206375	52
Sm_t00003559-RA	52.34996461429582	51.0	51.2402928807878	53.0
Sm_t00003600-RA	52.83858520900321	53	51.2402928807878	53.0
Sm_t00003600-RAa	63.87909836065574	66.0	51.2402928807878	53.0
Sm_t00004040-RA	33.405948553054664	33.0	51.2402928807878	53.0
